Species	C1	C2	C3	Y1	Y2	Y3
Corynebacterium_deserti	1	0	0	0	0	0
Corynebacterium_diphtheriae	0	1	0	0	0	0
Corynebacterium_falsenii	1	0	0	0	0	0
Corynebacterium_flavescens	0	0	0	0	1	0
Corynebacterium_genitalium	0	1	0	0	0	0
Corynebacterium_glaucum	0	1	0	0	0	0
Corynebacterium_guangdongense	0	0	0	0	1	0
Corynebacterium_halotolerans	0	1	0	0	0	0
Corynebacterium_hansenii	0	0	0	0	1	0
Corynebacterium_heidelbergense	0	0	0	0	0	1
Corynebacterium_humireducens	0	0	0	0	1	0
Corynebacterium_imitans	0	1	0	0	0	0
Corynebacterium_jeddahense	1	0	0	0	0	0
Corynebacterium_lactis	0	0	1	0	0	0
Corynebacterium_liangguodongii	1	0	0	0	0	0
Corynebacterium_marinum	0	0	0	1	0	0
Corynebacterium_marquesiae	0	0	1	0	0	0
Corynebacterium_phocae	0	0	0	0	1	0
Corynebacterium_pseudodiphtheriticum	0	0	0	0	0	1
Corynebacterium_sanguinis	0	1	0	0	0	0
Corynebacterium_sp._P8-C1	0	0	1	0	0	0
Crifsvirus_A24	0	0	0	0	1	0
Cronobacter_universalis	0	0	1	0	0	0
Cruoricaptor_ignavus	0	0	0	0	0	1
Cryobacterium_arcticum	0	0	1	0	0	0
Cryobacterium_sp._10S3	0	1	0	0	0	0
Cryobacterium_sp._SO2	0	0	1	0	0	0
Cryptococcus_neoformans	0	0	0	1	0	0
Cryptosporidium_parvum	0	0	0	1	0	0
Cupriavidus_cauae	0	0	0	1	0	0
Cupriavidus_gilardii	1	0	0	0	0	0
Cupriavidus_malaysiensis	1	0	0	0	0	0
Cupriavidus_sp._H18C1	0	0	1	0	0	0
Curtobacterium_sp._L1-20	1	0	0	0	0	0
Curtobacterium_sp._MCLR17_007	1	0	0	0	0	0
Curtobacterium_sp._MCPF17_002	0	1	0	0	0	0
Curtobacterium_sp._MCSS17_016	1	0	0	0	0	0
Curtobacterium_sp._MR_MD2014	0	1	0	0	0	0
Curtobacterium_sp._YC1	0	1	0	0	0	0
Cutaneotrichosporon_cavernicola	1	0	0	0	0	0
Cutibacterium_granulosum	0	0	0	0	1	0
Cutibacterium_modestum	0	0	0	0	1	0
Cylindrospermum_stagnale	0	0	0	0	1	0
Cytobacillus_dafuensis	0	0	0	0	1	0
Dactylosporangium_sp._CA-139114	0	0	1	0	0	0
Dankookia_sp._P2	1	0	0	0	0	0
Debaryomyces_hansenii	0	0	0	0	1	0
Dechloromonas_sp._ARDL1	1	0	0	0	0	0
Deefgea_tanakiae	0	0	1	0	0	0
Deinococcus_deserti	0	0	0	0	1	0
Deinococcus_psychrotolerans	0	1	0	0	0	0
Deinococcus_sp._AB2017081	0	1	0	0	0	0
Deinococcus_sp._RM	0	1	0	0	0	0
Deinococcus_sp._VB343	0	1	0	0	0	0
Deinococcus_taeanensis	1	0	0	0	0	0
Delftia_lacustris	0	0	1	0	0	0
Demequina_aurantiaca	0	1	0	0	0	0
Desulfitobacterium_sp._Sab5	1	0	0	0	0	0
Desulfoglaeba_alkanexedens	0	1	0	0	0	0
Desulfohalobium_retbaense	0	0	1	0	0	0
Desulfomicrobium_sp._ZS1	1	0	0	0	0	0
Desulfonema_limicola	0	0	0	0	1	0
Desulforamulus_reducens	0	1	0	0	0	0
Desulfosediminicola_flagellatus	0	0	0	0	0	1
Desulfovibrio_sp._G11	0	1	0	0	0	0
Devosia_rhizosphaerae	1	0	0	0	0	0
Devosia_salina	0	0	1	0	0	0
Devosia_sp._CN2-171	0	1	0	0	0	0
Devosia_sp._XK-2	0	0	0	0	0	1
Devriesea_agamarum	1	0	0	0	0	0
Dhakavirus_vr5	0	0	0	1	0	0
Dialister_pneumosintes	0	0	0	0	0	1
Diaphorobacter_sp._HDW4B	1	0	0	0	0	0
Dickeya_poaceiphila	0	1	0	0	0	0
Dietzia_psychralcaliphila	1	0	0	0	0	0
Dietzia_sp._oral_taxon_368	0	0	1	0	0	0
Dinoroseobacter_shibae	0	0	0	0	1	0
Dokdonia_sp._Dokd-P16	0	1	0	0	0	0
Draconibacterium_orientale	0	0	0	0	0	1
Dyadobacter_sp._676	0	1	0	0	0	0
Dyella_caseinilytica	0	0	0	0	1	0
Dyella_nitratireducens	1	0	0	0	0	0
Dyella_sp._BiH032	0	0	0	1	0	0
Echinicola_strongylocentroti	1	0	0	0	0	0
Ectobacillus_sp._JY-23	0	0	0	0	1	0
Edaphobacter_sp._12200R-103	0	1	0	0	0	0
Ehrlichia_japonica	0	0	0	1	0	0
Elioraea_tepida	1	0	0	0	0	0
Elizabethkingia_anophelis	0	0	0	0	1	0
Embleya_sp._NBC_00896	0	0	1	0	0	0
Emcibacter_sp.	0	0	0	1	0	0
Empedobacter_stercoris	0	0	0	0	1	0
Endozoicomonas_euniceicola	0	0	0	0	1	0
Endozoicomonas_montiporae	0	1	0	0	0	0
Endozoicomonas_sp._GU-1	0	0	0	1	0	0
Enterobacter_soli	0	1	0	0	0	0
Enterobacter_sp._638	1	0	0	0	0	0
Enterobacter_sp._C2	0	0	0	0	0	1
Enterobacter_sp._Colony194	1	0	0	0	0	0
Enterobacter_sp._JBIWA003	1	0	0	0	0	0
Enterobacter_sp._JJBC	1	0	0	0	0	0
Enterobacter_sp._SA187	0	1	0	0	0	0
Enterobacter_sp._SGAir0187	0	1	0	0	0	0
Enterococcus_devriesei	0	0	0	0	1	0
Enterococcus_dispar	0	0	0	0	1	0
Enterococcus_durans	0	0	0	1	0	0
Enterococcus_rotai	0	1	0	0	0	0
Enterococcus_sp._FDAARGOS_553	0	1	0	0	0	0
Enterovibrio_sp._27052020O	1	0	0	0	0	0
Eponavirus_epona	0	0	0	0	0	1
Erwinia_amylovora	0	0	0	1	0	0
Erwinia_persicina	1	0	0	0	0	0
Erysipelothrix_larvae	0	0	0	0	0	1
Erythrobacter_sp._3-20A1M	1	0	0	0	0	0
Erythrobacter_sp._BLCC-B19	1	0	0	0	0	0
Erythrobacter_sp._THAF29	0	0	0	0	0	1
Escherichia_sp._HH154_1D	0	0	1	0	0	0
Evansella_cellulosilytica	0	0	0	0	0	1
Exiguobacterium_alkaliphilum	0	0	1	0	0	0
Exiguobacterium_antarcticum	1	0	0	0	0	0
Exiguobacterium_sp._9-2	0	0	0	1	0	0
Exiguobacterium_sp._PFWT01	1	0	0	0	0	0
Ferrigenium_kumadai	0	0	0	0	0	1
Ferrimonas_lipolytica	0	0	0	0	1	0
Ferruginibacter_lapsinanis	0	1	0	0	0	0
Fibrella_aestuarina	0	1	0	0	0	0
Fischerella_sp._JS2	0	0	0	1	0	0
Flagellatimonas_centrodinii	0	1	0	0	0	0
Flagellimonas_oceani	0	1	0	0	0	0
Flammeovirga_sp._MY04	0	0	0	0	1	0
Flaviflexus_ciconiae	0	1	0	0	0	0
Flavihumibacter_rivuli	0	0	1	0	0	0
Flavisolibacter_ginsenosidimutans	0	1	0	0	0	0
Flavivirga_abyssicola	0	0	0	0	1	0
Flavobacterium_aestivum	0	0	0	0	1	0
Flavobacterium_anhuiense	0	0	0	0	1	0
Flavobacterium_channae	0	0	0	0	0	1
Flavobacterium_columnare	0	0	1	0	0	0
Flavobacterium_dauae	0	0	0	0	0	1
Flavobacterium_davisii	0	0	0	0	1	0
Flavobacterium_galactosidilyticum	0	0	0	0	1	0
Flavobacterium_johnsoniae	0	0	0	0	1	0
Flavobacterium_magnum	0	0	0	0	0	1
Flavobacterium_marginilacus	0	0	0	1	0	0
Flavobacterium_panacagri	1	0	0	0	0	0
Flavobacterium_sp._CECT_9288	0	0	0	1	0	0
Flavobacterium_sp._CLA17	0	1	0	0	0	0
Flavobacterium_sp._I3-2	0	0	0	0	1	0
Flavobacterium_sp._JP2137	0	0	1	0	0	0
Flavobacterium_sp._N1736	0	0	0	0	1	0
Flavobacterium_sp._P21	0	0	1	0	0	0
Flavobacterium_sp._PS2	0	0	0	0	0	1
Flavobacterium_sp._TMP13	0	1	0	0	0	0
Flavobacterium_sp._WC2430	0	0	0	0	1	0
Flavobacterium_sp._YJ01	0	1	0	0	0	0
Fodinisporobacter_ferrooxydans	0	0	0	0	0	1
Formosa_agariphila	0	0	0	0	1	0
Francisella_adeliensis	0	1	0	0	0	0
Francisella_tularensis	0	0	0	0	1	0
Frankia_alni	0	0	0	0	0	1
Frankia_sp._QA3	0	1	0	0	0	0
Frateuria_soli	1	0	0	0	0	0
Frederiksenia_canicola	0	0	0	0	1	0
Frigoriglobus_tundricola	0	0	1	0	0	0
Fructilactobacillus_cliffordii	1	0	0	0	0	0
Fructobacillus_americanaquae	0	0	1	0	0	0
Fusarium_musae	0	0	0	0	0	1
Fuscovulum_ytuae	0	0	0	0	0	1
Gallaecimonas_sp._GXIMD1310	0	1	0	0	0	0
Gallionella_capsiferriformans	0	0	1	0	0	0
Gardnerella_sp._DNF00257	0	0	0	0	0	1
Gardnerella_sp._DNF01180P	0	0	0	0	1	0
Gardnerella_swidsinskii	0	0	0	0	0	1
Geminocystis_herdmanii	0	0	0	0	1	0
Geminocystis_sp._NIES-3708	0	1	0	0	0	0
Gemmatimonas_sp.	0	0	1	0	0	0
Geobacillus_genomosp._3	1	0	0	0	0	0
Geobacillus_proteiniphilus	1	0	0	0	0	0
Geobacillus_sp._46C-IIa	0	1	0	0	0	0
Geobacillus_sp._JS12	0	0	0	0	0	1
Geobacillus_thermocatenulatus	0	0	1	0	0	0
Geobacillus_zalihae	0	1	0	0	0	0
Geoglobus_acetivorans	0	0	0	0	1	0
Geopseudomonas_guangdongensis	0	1	0	0	0	0
Geovibrio_thiophilus	1	0	0	0	0	0
Giardia_duodenalis	0	0	0	0	1	0
Gibbsiella_quercinecans	0	0	1	0	0	0
Gilliamella_apis	0	0	0	0	0	1
Gilvimarinus_japonicus	0	1	0	0	0	0
Gimesia_alba	0	0	1	0	0	0
Gimesia_algae	1	0	0	0	0	0
Gimesia_benthica	0	0	0	1	0	0
Glacieibacterium_sp.	0	1	0	0	0	0
Glaesserella_parasuis	0	0	0	1	0	0
Glossinavirus_glopallidipedis	0	0	0	0	0	1
Gluconobacter_frateurii	0	0	1	0	0	0
Glycocaulis_alkaliphilus	1	0	0	0	0	0
Gordonia_iterans	0	0	0	0	1	0
Gordonia_sp._PP30	0	0	0	1	0	0
Gordonia_terrae	0	0	1	0	0	0
Gracilibacillus_caseinilyticus	0	0	0	0	0	1
Gracilibacillus_salitolerans	0	0	0	0	0	1
Gryllotalpicola_protaetiae	0	0	0	1	0	0
Guptibacillus_hwajinpoensis	0	1	0	0	0	0
Haemophilus_influenzae	0	0	0	0	0	1
Hahella_chejuensis	0	0	0	0	1	0
Hahella_sp._SMD15-11	0	1	0	0	0	0
Haladaptatus_sp._SPP-AMP-3	0	1	0	0	0	0
Halanaerobium_praevalens	0	0	0	0	0	1
Haloarcula_sp._CBA1115	1	0	0	0	0	0
Haloarcula_sp._JP-L23	0	0	0	1	0	0
Halobacillus_amylolyticus	1	0	0	0	0	0
Halobacteriovorax_marinus	0	0	0	1	0	0
Halobacteroides_halobius	0	0	1	0	0	0
Halobaculum_halobium	0	0	1	0	0	0
Halococcus_qingdaonensis	1	0	0	0	0	0
Haloferax_sp._YSSS75	0	0	0	1	0	0
Haloferax_volcanii	1	0	0	0	0	0
Haloglomus_salinum	0	1	0	0	0	0
Halohasta_litchfieldiae	1	0	0	0	0	0
Halomarina_pelagica	0	0	1	0	0	0
Halomicrobium_salinisoli	0	1	0	0	0	0
Halomicrobium_sp._LC1Hm	0	0	0	0	0	1
Halomicronema_hongdechloris	0	0	0	0	0	1
Halomonas_qaidamensis	1	0	0	0	0	0
Halomonas_sp._BDJS001	0	1	0	0	0	0
Halomonas_sp._H5	1	0	0	0	0	0
Halomonas_sp._HK25	1	0	0	0	0	0
Halomonas_sp._MCCC_1A13316	0	0	1	0	0	0
Halomonas_sp._THAF12	1	0	0	0	0	0
Halomonas_sp._THAF5a	0	0	1	0	0	0
Halomonas_sp._Y3	0	1	0	0	0	0
Halomontanus_rarus	0	0	0	1	0	0
Haloplanus_pelagicus	0	0	0	0	1	0
Haloplanus_ruber	1	0	0	0	0	0
Halopseudomonas_nanhaiensis	0	0	1	0	0	0
Halopseudomonas_phragmitis	0	1	0	0	0	0
Halopseudomonas_sabulinigri	1	0	0	0	0	0
Halorarum_salinum	0	0	0	0	0	1
Halorhabdus_sp._CBA1104	1	0	0	0	0	0
Halorhabdus_tiamatea	0	0	0	1	0	0
Halorientalis_pallida	1	0	0	0	0	0
Halorussus_aquaticus	0	0	0	0	1	0
Halorussus_limi	0	1	0	0	0	0
Halorussus_salilacus	1	0	0	0	0	0
Halosolutus_gelatinilyticus	0	1	0	0	0	0
Halostagnicola_larsenii	0	1	0	0	0	0
Halothiobacillus_sp._DCM-1	0	0	1	0	0	0
Halovivax_limisalsi	0	0	1	0	0	0
Helicobacter_canadensis	1	0	0	0	0	0
Helicobacter_cholecystus	0	0	0	1	0	0
Helicobacter_felis	1	0	0	0	0	0
Helicobacter_mustelae	0	0	0	1	0	0
Henningerozyma_blattae	0	0	0	0	1	0
Herbaspirillum_sp._WKF16	0	0	1	0	0	0
Herbiconiux_sp._UC225_62	1	0	0	0	0	0
Heyndrickxia_faecalis	0	1	0	0	0	0
Heyndrickxia_sporothermodurans	0	0	0	0	0	1
Heyndrickxia_vini	0	1	0	0	0	0
Hinxtonvirus_ARI0462	0	0	0	0	0	1
Histophilus_somni	0	0	1	0	0	0
Hodnevirus_chthonovivens	0	0	1	0	0	0
Hoeflea_phototrophica	0	0	0	1	0	0
Homoserinibacter_sp._YIM_151385	1	0	0	0	0	0
Homoserinimonas_hongtaonis	1	0	0	0	0	0
Hwangdonia_lutea	0	0	0	1	0	0
Hydrocarboniclastica_marina	0	0	0	0	0	1
Hydrocarboniphaga_effusa	0	1	0	0	0	0
Hydrogenobacter_sp._T-2	0	0	0	0	1	0
Hydrogenophaga_sp._PBC	0	0	1	0	0	0
Hydrogenophaga_sp._PBL-H3	0	1	0	0	0	0
Hydrogenophaga_sp._RAC07	1	0	0	0	0	0
Hydrogenophaga_sp._UC242_50	0	0	1	0	0	0
Hymenobacter_sp._102	0	1	0	0	0	0
Hymenobacter_sp._BRD67	0	1	0	0	0	0
Hymenobacter_sp._YIM_151858-1	1	0	0	0	0	0
Hymenobacter_yonginensis	0	1	0	0	0	0
Iamia_sp._SCSIO_61187	1	0	0	0	0	0
Ignatzschineria_rhizosphaerae	0	0	0	1	0	0
Ignavibacterium_sp.	0	0	0	1	0	0
Ignavigranum_ruoffiae	0	0	0	0	0	1
Intrasporangium_calvum	0	0	1	0	0	0
Isoalcanivorax_pacificus	0	1	0	0	0	0
Isoptericola_halotolerans	0	1	0	0	0	0
Ittyvirus_itty13	1	0	0	0	0	0
Janibacter_alittae	0	1	0	0	0	0
Janibacter_limosus	0	0	0	1	0	0
Janibacter_sp._DB-40	1	0	0	0	0	0
Janibacter_sp._G56	1	0	0	0	0	0
Janthinobacterium_rivuli	0	0	1	0	0	0
Janthinobacterium_sp._1_2014MBL_MicDiv	1	0	0	0	0	0
Janthinobacterium_sp._J1-1	0	1	0	0	0	0
Janthinobacterium_sp._PAMC25594	0	0	1	0	0	0
Jatrophihabitans_telluris	0	0	1	0	0	0
Jejubacter_calystegiae	0	1	0	0	0	0
Jeotgalibaca_porci	0	1	0	0	0	0
Jeotgalibaca_sp._MA1X17-3	0	0	0	0	1	0
Jilinvirus_CVM10	0	1	0	0	0	0
Jilinvirus_ep3	0	1	0	0	0	0
Kaistella_jeonii	1	0	0	0	0	0
Ketobacter_alkanivorans	0	1	0	0	0	0
Kingella_oralis	0	1	0	0	0	0
Kitasatospora_fiedleri	1	0	0	0	0	0
Kitasatospora_sp._CMC57	0	1	0	0	0	0
Kitasatospora_sp._CM_4170	1	0	0	0	0	0
Kitasatospora_sp._NBC_00039	0	0	1	0	0	0
Kitasatospora_sp._NBC_00374	0	0	0	0	1	0
Klebsiella_sp._K4	1	0	0	0	0	0
Klebsiella_sp._KPN54798	1	0	0	0	0	0
Klebsiella_sp._LTGPAF-6F	0	1	0	0	0	0
Klebsiella_sp._MPUS7	0	1	0	0	0	0
Klebsiella_sp._PL-2018	1	0	0	0	0	0
Klebsiella_sp._Shm-1	1	0	0	0	0	0
Klebsiella_sp._ZJOU_C1	0	1	0	0	0	0
Kluyveromyces_lactis	0	0	0	0	0	1
Kocuria_palustris	0	0	0	0	1	0
Kocuria_sp._KSNUG	0	0	0	1	0	0
Kordia_sp.	0	0	0	1	0	0
Kordia_sp._SMS9	0	0	0	1	0	0
Kordiimonas_pumila	0	0	0	0	1	0
Kosakonia_arachidis	0	0	1	0	0	0
Kosakonia_oryzae	0	0	1	0	0	0
Kribbella_sp._CA-293567	1	0	0	0	0	0
Kribbella_sp._HUAS_MG21	1	0	0	0	0	0
Kribbella_sp._NBC_00359	0	1	0	0	0	0
Kribbella_sp._NBC_00382	0	0	1	0	0	0
Kribbella_sp._NBC_01245	1	0	0	0	0	0
Kroppenstedtia_pulmonis	0	0	1	0	0	0
Kushneria_konosiri	0	1	0	0	0	0
Kushneria_marisflavi	1	0	0	0	0	0
Kushneria_phosphatilytica	0	1	0	0	0	0
Kutzneria_sp._CA-103260	1	0	0	0	0	0
Kwoniella_dejecticola	0	1	0	0	0	0
Kwoniella_europaea	0	1	0	0	0	0
Kwoniella_pini	0	0	0	0	1	0
Kwoniella_shivajii	1	0	0	0	0	0
Kytococcus_sedentarius	0	1	0	0	0	0
Labrys_okinawensis	0	0	0	1	0	0
Laceyella_sacchari	0	0	0	1	0	0
Lacipirellula_limnantheis	0	0	1	0	0	0
Lacticaseibacillus_pantheris	0	0	0	0	1	0
Lacticaseibacillus_zeae	0	1	0	0	0	0
Lactiplantibacillus_brownii	0	0	0	0	1	0
Lactobacillus_acidophilus	0	0	1	0	0	0
Lactobacillus_helsingborgensis	0	0	0	1	0	0
Lactobacillus_kefiranofaciens	0	0	0	0	0	1
Lactobacillus_sp._ESL0680	0	0	0	1	0	0
Lactobacillus_sp._ESL0681	1	0	0	0	0	0
Lactobacillus_sp._ESL0785	0	0	0	0	1	0
Lactobacillus_taiwanensis	0	0	0	1	0	0
Lactobacillus_xylocopicola	0	0	0	0	0	1
Latilactobacillus_fuchuensis	0	0	0	0	0	1
Lawsonia_intracellularis	0	0	1	0	0	0
Leclercia_sp._119287	0	1	0	0	0	0
Leclercia_sp._LSNIH1	1	0	0	0	0	0
Leclercia_sp._S52	0	0	0	0	0	1
Legionella_geestiana	0	1	0	0	0	0
Legionella_israelensis	0	0	0	0	0	1
Legionella_lytica	0	0	0	1	0	0
Leifsonia_sp._McL0618	0	0	0	0	1	0
Leifsonia_sp._NPDC080035	0	0	1	0	0	0
Leifsonia_xyli	0	0	1	0	0	0
Leishmania_martiniquensis	0	0	0	1	0	0
Leishmania_sp._Ghana_2012_LV757	0	0	0	0	0	1
Leisingera_caerulea	0	1	0	0	0	0
Leisingera_sp._M523	0	1	0	0	0	0
Leisingera_sp._S132	0	1	0	0	0	0
Lelliottia_nimipressuralis	0	0	0	0	0	1
Lelliottia_sp._WB101	0	0	1	0	0	0
Lentavirus_PMBT5	0	0	0	0	1	0
Lentibacillus_amyloliquefaciens	0	0	1	0	0	0
Lentibacillus_sp._CBA3610	0	0	0	0	0	1
Lentilactobacillus_curieae	0	1	0	0	0	0
Lentilactobacillus_terminaliae	0	0	0	0	1	0
Lentzea_sp._HUAS12	0	1	0	0	0	0
Leptolyngbya_sp._7M	1	0	0	0	0	0
Leptolyngbya_sp._BL0902	1	0	0	0	0	0
Leptolyngbya_sp._O-77	0	0	1	0	0	0
Leptospira_borgpetersenii	0	0	0	0	1	0
Leptospira_cinconiae	0	0	0	0	0	1
Leptospira_sp._GIMC2001	0	1	0	0	0	0
Leptospira_weilii	0	0	0	1	0	0
Leptotrichia_alba	0	0	0	0	1	0
Leptotrichia_hongkongensis	0	0	0	1	0	0
Leptotrichia_sp._oral_taxon_212	0	0	0	0	1	0
Leptotrichia_sp._oral_taxon_221	0	1	0	0	0	0
Leucobacter_sp._HNU	0	0	0	0	1	0
Leucobacter_sp._Psy1	0	0	0	1	0	0
Leuconostoc_falkenbergense	0	0	0	1	0	0
Levilactobacillus_koreensis	0	0	1	0	0	0
Ligilactobacillus_animalis	0	0	0	0	0	1
Ligilactobacillus_faecis	0	0	0	1	0	0
Limimaricola_variabilis	1	0	0	0	0	0
Limnobacter_thiooxidans	0	1	0	0	0	0
Limosilactobacillus_frumenti	0	0	0	1	0	0
Liquorilactobacillus_mali	1	0	0	0	0	0
Liquorilactobacillus_nagelii	0	1	0	0	0	0
Listeria_grayi	0	0	0	0	1	0
Listeria_newyorkensis	0	0	0	0	1	0
Lonepinella_sp._MS14435	1	0	0	0	0	0
Lonsdalea_britannica	1	0	0	0	0	0
Luteibacter_anthropi	1	0	0	0	0	0
Luteibacter_flocculans	0	0	1	0	0	0
Luteibacter_rhizovicinus	1	0	0	0	0	0
Luteimicrobium_xylanilyticum	1	0	0	0	0	0
Luteimonas_sp._MC1750	0	0	1	0	0	0
Luteolibacter_sp._AS25	0	0	1	0	0	0
Lutimonas_zeaxanthinifaciens	0	1	0	0	0	0
Lyngbya_confervoides	0	1	0	0	0	0
Lysinibacillus_parviboronicapiens	0	0	0	1	0	0
Lysinibacillus_sp._3P01SB	0	0	0	0	1	0
Lysinibacter_sp._HNR	0	1	0	0	0	0
Lysobacter_soyae	0	1	0	0	0	0
Lysobacter_sp._CW239	0	0	1	0	0	0
Lysobacter_sp._FW306-1B-D06B	1	0	0	0	0	0
Lysobacter_sp._HDW10	1	0	0	0	0	0
Lysobacter_sp._Hz_25	1	0	0	0	0	0
Lysobacter_sp._KIS68-7	1	0	0	0	0	0
Lysobacter_sp._S4-A87	0	0	0	1	0	0
Macrococcoides_bohemicum	0	1	0	0	0	0
Macrococcoides_caseolyticum	0	0	0	0	1	0
Macrococcus_sp._18KM445	0	1	0	0	0	0
Magnetospira_sp._QH-2	0	0	0	0	1	0
Malaciobacter_halophilus	0	0	0	0	0	1
Mameliella_alba	0	1	0	0	0	0
Mammaliicoccus_lentus	0	0	0	0	1	0
Mammaliicoccus_stepanovicii	0	1	0	0	0	0
Mangrovibacillus_cuniculi	0	0	0	0	1	0
Maribacter_litopenaei	0	0	0	0	1	0
Maribacter_litoralis	0	1	0	0	0	0
Maribacter_sp._HTCC2170	0	1	0	0	0	0
Marilutibacter_alkalisoli	1	0	0	0	0	0
Marilutibacter_maris	0	1	0	0	0	0
Mariniblastus_fucicola	0	0	0	0	0	1
Marinithermus_hydrothermalis	1	0	0	0	0	0
Marinitoga_aeolica	0	1	0	0	0	0
Marinitoga_piezophila	0	0	0	0	0	1
Marinobacter_alkaliphilus	1	0	0	0	0	0
Marinobacter_sp._Arc7-DN-1	1	0	0	0	0	0
Marinobacter_sp._LV10R510-11A	0	1	0	0	0	0
Marinobacter_sp._MIT932201	0	0	0	0	1	0
Marinobacter_sp._W-8	1	0	0	0	0	0
Marinobacterium_sp._LSUCC0821	0	0	1	0	0	0
Marinomonas_profundi	0	0	1	0	0	0
Marinomonas_rhizomae	0	0	0	0	0	1
Marinomonas_sp._RS-M-Aa-14	0	0	1	0	0	0
Mariprofundus_aestuarium	0	0	0	0	1	0
Marivirga_arenosa	0	0	0	0	0	1
Marivirga_salinarum	0	1	0	0	0	0
Marivita_sp.	0	1	0	0	0	0
Marivivens_sp._LCG002	1	0	0	0	0	0
Massilia_sp._METH4	0	1	0	0	0	0
Massilia_sp._NP310	0	1	0	0	0	0
Massilia_sp._NR_4-1	1	0	0	0	0	0
Meganvirus_megan	0	0	1	0	0	0
Mesobacillus_foraminis	0	0	0	0	1	0
Mesoflavibacter_sp._SCSIO_43206	0	1	0	0	0	0
Mesomycoplasma_ovipneumoniae	0	1	0	0	0	0
Mesoplasma_chauliocola	0	0	0	0	1	0
Mesoplasma_florum	1	0	0	0	0	0
Mesorhizobium_ciceri	0	1	0	0	0	0
Mesorhizobium_muleiense	1	0	0	0	0	0
Mesorhizobium_opportunistum	0	1	0	0	0	0
Mesorhizobium_sp._131-2-1	0	0	1	0	0	0
Mesorhizobium_sp._B1-1-8	0	0	1	0	0	0
Mesorhizobium_sp._B2-8-5	1	0	0	0	0	0
Mesorhizobium_sp._INR15	0	1	0	0	0	0
Mesorhizobium_sp._ISC25	0	0	0	0	1	0
Mesorhizobium_sp._L-8-3	0	0	0	1	0	0
Mesorhizobium_sp._M4B.F.Ca.ET.058.02.1.1	0	1	0	0	0	0
Mesotoga_prima	0	0	1	0	0	0
Metabacillus_halosaccharovorans	0	1	0	0	0	0
Metamycoplasma_buccale	0	0	0	0	1	0
Metamycoplasma_sualvi	0	0	0	0	1	0
Metapseudomonas_lalkuanensis	0	1	0	0	0	0
Methanimicrococcus_hongohii	0	1	0	0	0	0
Methanimicrococcus_stummii	0	0	1	0	0	0
Methanobrevibacter_arboriphilus	0	0	0	0	0	1
Methanobrevibacter_ruminantium	0	0	0	0	1	0
Methanocaldococcus_lauensis	0	0	0	0	0	1
Methanocella_arvoryzae	0	0	0	0	1	0
Methanocella_conradii	0	0	0	0	1	0
Methanogenium_sp._S4BF	0	1	0	0	0	0
Methanohalophilus_portucalensis	0	0	0	0	1	0
Methanolapillus_ohkumae	0	1	0	0	0	0
Methanolobus_zinderi	0	0	0	0	1	0
Methanoplanus_limicola	0	0	1	0	0	0
Methanosarcina_sp._MTP4	0	0	0	0	1	0
Methanothermobacter_marburgensis	0	0	1	0	0	0
Methanothrix_harundinacea	0	0	1	0	0	0
Methylibium_sp._Pch-M	0	0	1	0	0	0
Methylobacterium_flocculans	0	0	1	0	0	0
Methylobacterium_fujisawaense	0	0	1	0	0	0
Methylobacterium_organophilum	0	1	0	0	0	0
Methylobacterium_sp._AMS5	1	0	0	0	0	0
Methylobacterium_sp._NMS14P	0	0	1	0	0	0
Methylocaldum_sp._0917	0	0	0	0	0	1
Methylocella_tundrae	0	0	0	0	0	1
Methylococcus_geothermalis	1	0	0	0	0	0
Methylocystis_parvus	1	0	0	0	0	0
Methylomarinovum_tepidoasis	1	0	0	0	0	0
Methylomonas_denitrificans	0	1	0	0	0	0
Methylomonas_sp._2B	0	0	0	0	1	0
Methylomonas_sp._EFPC3	0	1	0	0	0	0
Methylomonas_sp._LL1	0	0	0	1	0	0
Methylomonas_sp._LW13	0	1	0	0	0	0
Methylomonas_sp._UP202	0	1	0	0	0	0
Methyloprofundus_sp.	0	1	0	0	0	0
Methylovirgula_sp._4M-Z18	1	0	0	0	0	0
Methylovulum_psychrotolerans	0	0	1	0	0	0
Microbacterium_aerolatum	0	1	0	0	0	0
Microbacterium_aurugineum	0	1	0	0	0	0
Microbacterium_elymi	0	0	1	0	0	0
Microbacterium_galbinum	0	1	0	0	0	0
Microbacterium_gorillae	1	0	0	0	0	0
Microbacterium_hominis	0	0	0	0	1	0
Microbacterium_sediminis	0	1	0	0	0	0
Microbacterium_sp._4R-513	0	0	0	1	0	0
Microbacterium_sp._ABRD28	1	0	0	0	0	0
Microbacterium_sp._CBA3102	0	1	0	0	0	0
Microbacterium_sp._HA-8	1	0	0	0	0	0
Microbacterium_sp._J1-1	0	1	0	0	0	0
Microbacterium_sp._JZ37	0	0	0	1	0	0
Microbacterium_sp._M	0	1	0	0	0	0
Microbacterium_sp._M28	0	1	0	0	0	0
Microbacterium_sp._NIBRBAC000506063	1	0	0	0	0	0
Microbacterium_sp._PA5	1	0	0	0	0	0
Microbacterium_sp._SY138	0	1	0	0	0	0
Microbacterium_sp._WHRI_7836	0	1	0	0	0	0
Microbacterium_sp._zg-Y818	0	0	0	0	1	0
Microbacterium_terricola	0	0	1	0	0	0
Microbacterium_trichothecenolyticum	1	0	0	0	0	0
