# Pathway	A17	B22	EA48	EB01	EB02	EB13	EB17	G01	M01	P01	P22	YA04	YA23	YB31	YB43	YB54	YB56	Z16
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0.000526647	0.000442589	0.00040741	0.00040081	0.00026891	0.000416406	0.000371448	0.000425778	0.000575663	0.000575958	0.000501983	0.000591486	0.000566762	0.000535537	0.000540929	0.000513743	0.000547053	0.000309383
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	0.000114936	0.000146894	0.000110404	0.00015783	2.40616e-05	3.83924e-05	7.43124e-05	0.000148438	0.000178968	0.000158849	0.000155341	2.95724e-05	3.8832e-05	9.93982e-06	7.43727e-05	9.56393e-05	5.29783e-05	1.64332e-05
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0.000287566	0.000249412	0.000142589	0.00018707	1.93363e-05	6.63291e-05	0.000169368	0.000320553	0.000346516	0.000381476	0.00033223	0.000146922	0.000157026	7.17384e-05	0.000164715	0.000130935	0.000136311	1.22264e-05
PWY-7118: chitin deacetylation	0.0002163	0.00023036	7.91072e-05	9.13681e-05	1.74354e-06	1.96204e-05	5.64543e-05	0.000200014	0.000237467	0.000229456	0.000296234	1.20603e-06	1.02471e-05	1.36295e-05	1.06246e-06	3.84058e-05	6.43416e-05	3.49738e-06
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)	0	1.55404e-05	3.86345e-05	4.74999e-05	0	4.35702e-06	7.30174e-06	2.21283e-07	2.36143e-07	2.20337e-05	2.31731e-05	0	4.13446e-07	0	0	0	6.16812e-06	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.000141423	0.000180185	9.14645e-05	0.000139485	2.96033e-06	4.46917e-05	9.10381e-05	0.000209221	0.000247394	0.000234133	0.000223054	1.9503e-06	1.23148e-05	2.16654e-05	1.10483e-05	3.5499e-05	5.89309e-05	2.47729e-06
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0.000109577	0.000103305	6.05673e-05	9.5919e-05	0	1.58975e-05	4.00308e-05	0.000138321	0.000171132	0.000142402	0.000133884	0	1.09148e-05	4.90742e-06	0	3.71196e-05	2.85258e-05	0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0	0	0	0	0	0	0	0	0	0	4.06004e-06	0	4.05015e-05	0	1.29264e-05	3.50548e-05	2.85611e-05	7.27976e-06
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0.000101756	0.000143432	0.000121799	0.000129757	6.39547e-05	0.000108347	0.00010116	0.00014705	0.000182944	0.000175666	0.000182024	7.81624e-05	9.36765e-05	0.000114784	7.7622e-06	8.97491e-05	6.8483e-05	0.000138253
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	6.13735e-05	5.06396e-05	4.00904e-05	0.000124122	7.17619e-06	3.71537e-05	9.59317e-06	4.81783e-05	7.14032e-05	2.28226e-05	0.000206089	5.7975e-05	6.2019e-05	2.02998e-05	1.45026e-05	8.54295e-05	5.99555e-05	4.98136e-05
PWY-7199: pyrimidine deoxyribonucleosides salvage	0.00021018	0.000216107	0.000262606	0.000236522	0.000357256	0.000323307	0.000261119	0.00018807	0.000191198	0.000190772	0.000256371	0.000221263	0.000332135	0.000264961	0.000175767	0.000259801	0.000250723	0.000292857
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	0	0	1.13468e-05	0	0	0	0	0	0	2.92326e-06	0	0	0	0	0	0	0	0
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0.000131766	0.000102827	2.5122e-05	1.81852e-05	7.30237e-07	1.04677e-05	0	0.000121475	0.000150887	0.000157878	0.000118186	0	4.65597e-06	4.19536e-06	0	1.51689e-05	1.7575e-05	1.15344e-06
PWY-7208: superpathway of pyrimidine nucleobases salvage	0.000134812	0.000191164	0.000175275	0.000188957	0.000103312	0.000162961	0.000157746	0.000206314	0.000231166	0.000237808	0.000229904	0.000221937	0.000140739	0.000165239	8.25244e-05	0.000132428	0.000101216	0.000207572
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	2.63787e-05	3.4706e-05	8.69158e-06	6.62948e-06	0	9.65866e-07	8.36366e-06	1.08325e-05	9.97327e-06	5.37942e-06	7.14985e-05	0	1.3526e-05	1.12815e-06	3.87489e-05	2.81802e-05	3.21706e-05	3.20068e-06
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	7.18923e-05	2.94421e-05	5.09259e-05	0.000130664	3.26594e-06	4.66687e-05	1.32005e-05	6.25365e-05	8.97133e-05	3.13003e-05	0.000213734	0	2.05705e-06	6.14954e-06	1.36467e-05	8.83358e-06	2.11524e-05	0
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.00010614	4.82534e-05	9.89482e-05	0.000143938	5.5947e-06	5.7041e-05	8.60142e-05	9.39524e-05	0.000132975	5.16238e-05	0.000221602	3.83835e-06	2.21471e-05	2.86623e-05	1.74925e-05	4.76897e-05	7.40399e-05	4.35117e-06
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0.000131243	0.000183448	0.000151043	0.000162346	7.83694e-05	0.000132127	0.000133368	0.000257765	0.000248848	0.000239402	0.000236831	8.53815e-05	0.00010576	0.000111764	8.72654e-06	9.9174e-05	7.66973e-05	0.000137674
PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.000295593	0.000289066	0.000383008	0.000367928	0.000621917	0.000497838	0.000391045	0.000255347	0.000422826	0.000357766	0.000293896	0.000580912	0.000612302	0.00059435	0.000675667	0.000538906	0.000490628	0.000567793
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.000131243	0.000183448	0.000151043	0.000162346	7.83694e-05	0.000132127	0.000133368	0.000257765	0.000248848	0.000239402	0.000236831	8.53815e-05	0.00010576	0.000111764	8.72654e-06	9.9174e-05	7.66973e-05	0.000137674
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.00018366	0.000230952	0.000219703	0.000229396	0.000139771	0.000210744	0.000201947	0.000264914	0.000319379	0.000291231	0.000276403	0.000150106	0.000181993	0.000189979	1.72428e-05	0.000168858	0.000134002	0.000221924
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.000244924	0.000286266	0.000322636	0.000308347	0.000221472	0.000297254	0.000283364	0.000232985	0.000345789	0.000320432	0.000346858	0.00023747	0.000277283	0.000270327	3.33548e-05	0.000254849	0.000214667	0.00031956
PWY-7234: inosine-5'-phosphate biosynthesis III	0.000202012	0.00014098	0.000167608	0.000169015	3.47421e-05	6.04882e-05	0.000190725	0.000147536	0.000226568	0.000207787	0.000180352	0.000114657	0.00023925	0.000144031	0.000177902	0.000140275	0.000142372	1.15001e-05
PWY-7237: myo-, chiro- and scyllo-inositol degradation	0.000142663	0.000107043	0.000234518	0.000298954	0.0004561	0.000276366	0.000326324	0	0	0.00015997	0.000176439	0.00046874	0.000415993	0.000298783	0.000650741	0.000519214	0.00044898	0.000503153
PWY-7238: sucrose biosynthesis II	0.000441857	0.000387807	0.000511121	0.000509092	0.0005412	0.000584347	0.000592396	0.000409803	0.000554004	0.000519413	0.000514375	0.00104988	0.00109869	0.00100605	0.00126073	0.00093156	0.000954282	0.00108067
PWY-7242: D-fructuronate degradation	0.000122383	0.000113912	9.77342e-05	8.49212e-05	9.16878e-05	8.52705e-05	5.56731e-05	9.80694e-05	0.000114281	0.00011893	0.000124781	3.02881e-05	7.66776e-05	1.65322e-05	4.47553e-05	9.48549e-05	9.36096e-05	0.000104773
PWY-7245: superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)	0	0	8.42187e-06	7.92568e-05	0	1.81673e-06	4.58124e-06	0	0	2.92471e-05	2.78746e-06	0	2.70674e-06	0	0	0	1.4567e-06	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.000300705	0.000249926	0.000291213	0.000313805	0.000327039	0.000360808	0.000328794	0.000240644	0.000300744	0.000336301	0.000360564	0.000488716	0.000471531	0.000497027	0.000483918	0.00042694	0.000448312	0.00033732
PWY-7254: TCA cycle VII (acetate-producers)	1.09137e-05	8.69419e-06	4.2725e-05	1.17219e-06	2.80772e-06	1.34374e-06	0	6.69681e-06	1.16983e-05	2.04893e-05	4.74971e-05	0	5.15015e-07	1.32573e-05	0	0	0	2.9163e-06
PWY-7268: cytosolic NADPH production (yeast)	0	0	6.89431e-06	0.000110872	0	1.56384e-06	3.65774e-06	0	0	3.13509e-05	2.14934e-06	0	2.74886e-06	0	0	0	1.21234e-06	0
PWY-7269: mitochondrial NADPH production (yeast)	2.92637e-05	3.89526e-05	4.67551e-05	8.5308e-05	0	6.99614e-06	3.58079e-05	4.13698e-05	5.15042e-05	4.38554e-05	4.56454e-05	0	5.14711e-06	1.71357e-06	0	2.08425e-05	7.30003e-06	1.87013e-06
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.48352e-06	0	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	0.000224993	0.000163819	0.000157904	0.000181745	5.51934e-05	0.000100265	0.000163861	0.00019487	0.000242994	0.000218143	0.00019068	8.45089e-05	0.000191496	0.000103039	9.69325e-06	0.000104782	0.000104191	4.98619e-06
PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	0	2.1234e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7294: D-xylose degradation IV	0	0	1.57769e-05	5.85816e-06	0	1.06331e-05	0	0	0	0	0	0	0	0	0	0	2.28394e-06	0
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis	6.38061e-07	0	1.02517e-06	4.59319e-07	0	1.54938e-05	2.10032e-06	0	1.96322e-07	7.59644e-07	0	0	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0.000118592	8.98334e-05	7.21143e-05	0.000128005	3.87451e-05	3.03986e-05	7.51115e-05	0.000112244	0.000148259	0.000160174	0.000131504	0	1.98704e-05	3.23155e-05	3.47988e-05	3.72548e-05	3.81247e-05	2.03246e-06
PWY-7316: dTDP-N-acetylviosamine biosynthesis	0	0	0	1.86514e-06	0	5.66043e-07	0	0	0	0	5.89174e-06	0	0	0	2.02454e-06	0	0	3.23126e-06
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.000191279	7.68593e-05	0.000102148	0.000114402	7.36091e-05	0.000107122	6.99168e-05	0.000184378	0.000253091	0.000234381	0.000143259	0.000117152	4.75044e-05	3.68047e-05	2.92007e-05	4.73816e-05	8.59764e-05	4.25169e-06
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.000121542	9.16061e-05	0.000188951	0.000190694	0.000138195	0.000162892	0.000156562	1.00119e-05	3.5263e-05	5.92946e-05	0.000103936	0.000208588	0.000214596	0.000172197	7.783e-05	0.000165972	0.000185276	0.000147861
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	5.68023e-06	0	1.39132e-06	0	0	0	0	0	0	0	3.3407e-06	0	0	0	0	0	0	0
PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	8.71192e-07	9.38759e-07	9.45241e-06	1.71676e-06	4.42523e-07	2.31888e-06	0	0	1.4918e-06	5.87044e-06	0	0	0	0	0	0	8.92353e-06	2.47209e-06
PWY-7345: superpathway of anaerobic sucrose degradation	0.000322224	0.000292321	0.000194674	0.000208292	4.22937e-05	0.000104604	0.000204772	0.000312938	0.000392588	0.000378267	0.000352496	1.9865e-05	0.000113192	7.85308e-05	1.43727e-05	0.000146863	0.000144864	4.62195e-05
PWY-7356: thiamine diphosphate salvage IV (yeast)	1.81837e-06	3.00529e-05	8.55214e-05	0.000110269	3.06459e-05	4.43052e-05	7.69396e-05	3.78682e-06	9.14465e-06	4.51387e-05	3.21133e-05	6.10798e-05	4.7551e-05	8.9733e-06	9.05952e-05	6.02571e-05	5.20571e-05	3.86476e-05
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	0.000155387	0.000136345	0.000235308	0.00032864	0.000349677	0.000326326	0.000342593	0.000159967	0.000193547	0.000191964	0.000177841	0.000471926	0.000545291	0.000448992	0.00063117	0.000459022	0.000440936	0.000523558
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	1.70334e-06	1.09815e-06	3.79676e-06	2.66614e-06	5.08196e-06	7.25911e-06	0	4.92522e-07	9.10083e-07	8.44551e-06	5.12819e-06	0	0	4.22262e-06	0	9.40584e-07	5.42524e-06	8.36618e-05
PWY-7373: superpathway of demethylmenaquinol-6 biosynthesis II	0	0	7.45145e-07	2.05129e-06	0	0	0	0	0	0	0	0	0	2.47689e-06	0	0	0	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	3.63728e-05	0.000102073	8.79005e-05	2.67854e-05	3.86676e-05	1.6077e-05	3.38416e-05	1.58459e-05	8.85789e-05	8.15026e-05	7.7036e-05	1.60636e-05	3.87766e-05	4.46654e-05	1.75716e-06	3.53441e-05	1.51582e-05	6.85089e-05
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	1.17155e-05	9.28464e-06	9.97849e-06	9.02519e-06	0	4.0145e-07	0	6.26922e-06	1.96913e-05	2.43152e-05	2.49332e-05	0	6.65769e-07	3.55533e-07	0	1.54083e-06	1.92278e-06	0
PWY-7385: 1,3-propanediol biosynthesis (engineered)	6.41362e-05	3.05555e-05	4.23136e-05	2.52677e-05	0	2.50793e-06	2.42049e-06	2.05356e-06	5.11702e-06	7.28226e-05	0.000105487	0	5.32005e-06	7.79825e-06	1.31161e-06	1.89263e-05	5.12819e-05	3.17147e-07
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.000114651	2.16876e-05	2.59563e-05	6.88789e-06	3.28957e-06	0	5.18045e-05	8.11419e-05	3.09184e-05	2.25951e-05	0.000151449	0	0	2.95223e-05	0	2.35269e-06	8.41632e-06	0
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	1.58475e-05	1.42759e-05	1.51408e-05	1.21147e-05	0	6.42332e-07	0	8.1678e-06	2.80949e-05	3.33026e-05	3.36995e-05	0	1.06802e-06	5.6581e-07	0	2.43743e-06	2.89501e-06	0
PWY-7391: isoprene biosynthesis II (engineered)	1.43442e-06	0	4.43178e-06	0	0	0	0	0	0	0	0	0	0	8.71038e-07	0	0	0	0
PWY-7392: taxadiene biosynthesis (engineered)	6.08185e-05	2.09838e-05	5.90597e-05	3.70927e-05	5.17716e-05	9.89561e-05	8.8237e-05	3.07997e-06	1.80175e-05	4.06246e-05	9.89703e-05	1.11196e-05	2.0163e-05	2.45233e-05	1.91791e-05	2.35497e-05	6.87722e-06	1.08619e-05
PWY-7396: butanol and isobutanol biosynthesis (engineered)	2.22171e-06	8.87567e-06	1.26552e-05	1.32073e-06	0	0	1.60841e-05	0	0	1.20901e-05	2.6276e-05	0	1.86138e-06	0	0	0	0	0
PWY-7399: methylphosphonate degradation II	1.19182e-06	0	0	0	0	0	0	0	0	0	2.15416e-06	0	0	0	0	0	2.61188e-06	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.000307349	0.000273161	0.000354038	0.000325171	0.000239478	0.000276849	0.000332914	0.00026984	0.000323835	0.000322492	0.000320587	0.000301293	0.000363233	0.000333347	8.26853e-06	0.000404135	0.000426693	0.000126606
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	3.32328e-05	2.3421e-05	4.46153e-06	3.72923e-06	0	0	0	0	0	4.96832e-05	3.81909e-05	0	0	0	0	4.674e-06	4.63682e-06	0
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)	1.05549e-07	0	5.31934e-07	0	1.17339e-06	0	0	0	0	0	0	1.44558e-06	5.01937e-06	2.01621e-06	1.17411e-06	4.49225e-07	0	0
PWY-7446: sulfoquinovose degradation I	3.90328e-05	2.47935e-05	2.05051e-05	7.02296e-06	0	1.17297e-05	0	6.46063e-05	6.52461e-05	4.59213e-05	1.21727e-05	0	4.89271e-07	8.132e-07	0	1.90842e-05	9.2053e-06	0
PWY-7456: &beta;-(1,4)-mannan degradation	8.23932e-05	2.6179e-05	8.31718e-05	7.55319e-05	0.000100655	5.50425e-05	3.19765e-05	0	6.33723e-05	4.58366e-05	7.76537e-06	0	4.94639e-05	2.66312e-05	4.26912e-05	6.08941e-05	4.28912e-05	2.84114e-05
PWY-7560: methylerythritol phosphate pathway II	0.000268308	0.000250409	0.000273814	0.000292762	0.000287527	0.000306131	0.000311288	0.00019268	0.000286311	0.000286211	0.00030623	0.000529635	0.000486642	0.000512141	0.000558925	0.000470887	0.000484558	0.000138745
PWY-7616: methanol oxidation to carbon dioxide	5.42703e-06	4.23185e-06	1.22071e-05	5.14308e-06	0	8.60162e-07	8.29006e-06	0	1.7789e-06	9.21455e-06	1.57777e-05	0	3.27738e-06	1.47096e-06	0	4.67118e-06	5.65543e-06	0
PWY-7663: gondoate biosynthesis (anaerobic)	0.000446531	0.000330799	0.000235673	0.000267645	0.000330896	0.000235987	0.00021126	0.000484165	0.000510885	0.000511082	0.000429378	4.94881e-05	5.16838e-05	7.26583e-05	4.78721e-05	0.000143617	0.000107634	3.44253e-05
PWY-7664: oleate biosynthesis IV (anaerobic)	0.00031656	0.000233189	0.000227007	0.000252423	1.36972e-05	0.000120982	0.000204276	0.000251443	0.000314222	0.000375787	0.000287339	4.4793e-05	4.6173e-05	3.59546e-05	4.14883e-05	7.50829e-05	5.50361e-05	1.34437e-05
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	9.83079e-06	0	7.46311e-06	0	0	0	3.49703e-07	0	0	0	0	0	0	0	0	0	0	0
PWY-7723: bacterial bioluminescence	0	0	0	0	0	5.66785e-06	0	0	0	0	0	0	5.68559e-06	3.58969e-06	0	6.95956e-06	1.06123e-05	6.50961e-07
PWY-7761: NAD salvage pathway II (PNC IV cycle)	0.000182068	0.000127572	0.000156985	0.000158879	0.000167482	0.000119756	0.000126258	3.71586e-05	0.000136657	0.000125572	0.000186488	8.64667e-05	0.000206275	0.00016757	0.000100527	9.15653e-05	0.000120753	3.30391e-05
PWY-7783: plasmalogen degradation	0	0	7.56433e-06	1.57959e-06	0	5.96314e-06	2.43909e-06	0	0	0	0	0	3.90369e-07	0	0	7.55404e-06	4.03458e-06	0
PWY-7790: UMP biosynthesis II	0.000273359	0.000260583	0.000424837	0.000402777	0.000643743	0.000503827	0.000434189	0.000203867	0.000310883	0.000266459	0.000294439	0.000561225	0.000584654	0.000588459	0.000567333	0.000544921	0.000529358	0.000607557
PWY-7791: UMP biosynthesis III	0.000273359	0.000260583	0.000424837	0.000402777	0.000643743	0.000503827	0.000434189	0.000191225	0.000310883	0.000266459	0.000294439	0.000561225	0.000584654	0.000588459	0.000567333	0.000544921	0.000529358	0.000607557
PWY-7805: (aminomethyl)phosphonate degradation	6.96094e-05	1.42767e-05	8.52405e-06	2.66847e-06	0	1.29375e-06	0	1.06439e-05	1.2735e-06	7.84303e-05	2.9505e-05	0	0	1.00285e-06	0	3.40698e-06	5.20083e-06	0
PWY-7807: glyphosate degradation III	6.64852e-05	1.30627e-05	8.67854e-06	2.49968e-06	0	1.27104e-06	0	9.60919e-06	1.11857e-06	7.59878e-05	2.71746e-05	0	0	9.30987e-07	0	3.22346e-06	4.93215e-06	0
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	2.07451e-07	0	0	0	0	0	0	0	0	0	2.72105e-07	0	0	0	4.16252e-07	0	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	0.000221368	0.000182536	0.000326764	0.000311511	0.000425685	0.000385304	0.000301147	0.000136982	0.000238035	0.00024512	0.000243246	0.000463222	0.000502946	0.000500494	0.000481916	0.000453748	0.000444926	0.000524742
PWY-7858: (5Z)-dodecenoate biosynthesis II	0.000128553	0.000117142	0.000121565	0.00013539	3.28241e-06	2.79443e-05	8.94324e-05	0.00016042	0.000178125	0.000164274	0.00014854	4.86133e-06	1.33459e-05	4.95348e-06	5.88668e-07	3.6322e-05	2.03523e-05	8.76666e-07
PWY-7873: D-erythronate degradation II	2.2292e-05	2.30202e-05	6.06164e-06	1.55924e-06	0	1.75109e-07	0	1.54867e-05	1.97779e-05	0	2.22849e-05	0	2.82259e-07	4.47001e-07	0	2.12107e-06	3.23744e-06	0
PWY-7874: L-threonate degradation	2.2292e-05	3.09703e-05	6.06164e-06	2.91996e-06	0	1.75109e-07	0	3.45518e-05	4.40087e-05	1.6768e-07	3.99927e-05	0	2.82259e-07	1.03928e-06	0	2.53572e-06	4.18196e-06	0
PWY-7883: anhydromuropeptides recycling II	4.03299e-05	3.11591e-05	6.13113e-05	9.60442e-05	1.46107e-05	2.03182e-05	4.65713e-05	7.47299e-05	1.20563e-05	4.33973e-05	6.21189e-05	0	1.67214e-05	3.34538e-06	0	2.26082e-05	8.62184e-06	0
PWY-7905: Escherichia coli serotype O9a O-antigen biosynthesis	0	2.20001e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7942: 5-oxo-L-proline metabolism	2.17205e-05	6.88621e-05	6.78876e-05	7.42288e-05	0	2.45136e-05	6.51258e-05	3.11515e-05	6.70302e-05	5.29233e-05	0.000101043	5.85729e-07	4.09408e-06	5.85785e-06	9.25592e-07	3.64144e-05	4.6322e-05	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	0.000369958	0.000317969	0.000383151	0.000360602	0.00056725	0.000443873	0.000398019	0.000295427	0.000399594	0.000381118	0.000420927	0.000602456	0.000554316	0.000590125	0.000625815	0.000496021	0.000527145	0.000484806
PWY-7977: L-methionine biosynthesis IV	0.000388359	0.00032536	0.000348303	0.00038665	0.000460413	0.000372187	0.000459291	0.000344338	0.000426708	0.000401475	0.000422707	0.000438532	0.000440493	0.000572819	0.000359779	0.000433828	0.000424335	0.000141681
PWY-7992: superpathway of menaquinol-8 biosynthesis III	4.49818e-06	2.90243e-06	9.64203e-06	6.88587e-06	1.2241e-05	1.73701e-05	0	1.30838e-06	2.41452e-06	2.14872e-05	1.31743e-05	0	0	8.83272e-06	0	2.44048e-06	1.25893e-05	1.33038e-05
PWY-8004: Entner-Doudoroff pathway I	0.000204687	0.000199281	0.000122489	0.00011239	3.46042e-05	8.13753e-05	0.000118086	0.000221846	0.000275132	0.000173741	0.00021129	5.27291e-05	8.88597e-05	4.52555e-05	0.000123595	0.000100678	9.15158e-05	2.76345e-05
PWY-8011: L-serine biosynthesis II	0	0	7.65142e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-801: homocysteine and cysteine interconversion	4.64415e-06	1.40535e-05	1.82937e-05	5.67719e-05	0	3.58857e-06	4.571e-05	2.72606e-06	9.9524e-06	3.47019e-05	3.00889e-05	0	1.2946e-06	2.43584e-06	0	5.87359e-06	1.46159e-05	2.24986e-06
PWY-8073: lipid IVA biosynthesis (P. putida)	0.000230124	0.000159782	9.8949e-05	0.000104105	3.51082e-05	4.67751e-05	0.00010804	0.000211496	0.000292286	0.000309394	0.000197606	0	1.16244e-05	9.13973e-06	2.06501e-06	3.45355e-05	3.14633e-05	5.74373e-06
PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen	1.08929e-05	1.33812e-05	1.12963e-05	7.28497e-06	0	3.07372e-07	0	5.50008e-06	1.63845e-05	2.28981e-05	2.62428e-05	0	5.18586e-07	1.03169e-06	0	1.20306e-06	2.53941e-06	0
PWY-8112: factor 420 biosynthesis I (archaea)	2.44939e-07	1.3787e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8113: 3PG-factor 420 biosynthesis	0	1.31363e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8125: mevalonate pathway IV (archaea)	6.10231e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8131: 5'-deoxyadenosine degradation II	4.63832e-06	9.44941e-06	5.83512e-05	8.91059e-05	3.45037e-05	4.15525e-05	8.29811e-05	8.70968e-08	7.28778e-07	1.85407e-05	2.33353e-05	6.7721e-06	3.06918e-05	6.31387e-05	0.000287055	4.61724e-05	3.96549e-05	1.703e-05
PWY-8134: bile acid 7&beta;-dehydroxylation	0	0	0	0	0	0	0	0	0	0	2.2819e-07	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	0.000465371	0.000420379	0.000377435	0.000429494	0.000344256	0.000381811	0.000417068	0.000428755	0.000523422	0.000549427	0.000497815	0.000822315	0.000718247	0.000634997	0.000781941	0.000551371	0.000674173	0.000551167
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	0.000210157	0.000159526	0.00014954	0.000125045	4.39444e-05	0.000103173	5.8076e-05	0.000176747	0.000207415	0.00022746	0.000218129	8.70978e-05	0.000103511	0.000298815	1.53545e-05	0.000326755	0.000153781	6.69263e-05
PWY-8188: L-alanine degradation VI (reductive Stickland reaction)	1.53458e-06	1.87447e-06	6.99591e-06	0	4.14682e-06	0	2.52866e-06	0	0	0	0	0	0	0	0	0	0	4.43217e-06
PWY-8189: L-alanine degradation V (oxidative Stickland reaction)	1.53458e-06	1.87447e-06	6.99591e-06	0	4.14682e-06	0	2.52866e-06	0	0	0	0	0	0	0	0	0	0	4.43217e-06
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	0	0	0	0	0	1.5651e-06	1.43239e-06	0	3.26927e-06	1.33698e-06	2.49034e-07	0	0	0	0	0	0	0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0.000100589	0.000106937	0.0001246	0.000130624	9.70629e-06	6.66303e-05	0.000133376	2.52521e-05	9.09374e-05	5.85774e-05	9.68682e-05	9.88787e-06	2.87571e-05	2.72169e-05	0	8.54135e-05	7.08476e-05	3.59149e-06
PWY-822: fructan biosynthesis	2.07448e-07	0	0	4.27529e-07	0	1.91108e-06	0	0	0	0	0	1.81629e-05	6.21184e-05	2.98039e-05	2.35326e-06	7.66196e-06	5.78997e-06	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.000221661	0.000226472	0.000258076	0.000251404	0.000185985	0.000252935	0.00023608	0.000239384	0.000312489	0.000298568	0.000288595	0.000212799	0.000250802	0.000258783	2.93713e-05	0.000229804	0.000190159	0.00026618
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	1.99457e-06	0	5.07132e-06	9.27423e-07	6.76536e-07	6.10056e-07	0	0	0	0	0	9.23053e-06	2.68566e-05	1.28504e-05	8.63668e-07	1.25576e-06	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	0.000189351	0.000202588	0.00015225	0.000181411	5.45874e-05	0.000108517	0.000148549	0.000140582	0.000204643	0.000200317	0.000221911	0.000261598	0.000216081	0.000137827	0.000253385	0.000186605	0.000307637	2.77674e-05
PWY0-1061: superpathway of L-alanine biosynthesis	9.92298e-05	0.000143814	0.000136537	0.000191719	2.67564e-05	3.33741e-05	7.13526e-05	0.000167818	0.000197103	0.000157117	0.000140788	2.32575e-05	3.17888e-05	6.57777e-06	8.6674e-05	0.000144769	5.08408e-05	0.000275804
PWY0-1221: putrescine degradation II	9.09526e-05	5.50682e-05	6.42901e-06	7.78439e-06	0	3.33597e-07	0	7.86438e-05	7.23843e-05	3.29159e-05	8.92326e-05	0	7.73612e-07	7.8757e-07	0	5.60466e-06	8.76718e-06	0
