Genus	C2	C3	C4	C5	C6	E1	E2	E3	E4	E5	E6	H1	H2	H3	H4	H5	H6
Arenimonas	28	13	135	24	5	0	7	3	0	5	2	4	21	15	6	9	10
Hirschia	0	6	24	1	8	8	1	8	0	0	2	5	47	49	0	14	114
Mimivirus	1	20	4	8	10	30	0	1	4	1	8	115	26	12	17	27	3
Persephonella	5	6	15	20	27	9	2	8	2	0	34	20	40	34	15	19	31
Obesumbacterium	7	44	2	0	4	3	20	70	1	1	8	45	9	32	34	4	2
Agreia	28	51	8	21	3	2	2	1	1	3	0	17	38	87	9	5	9
Candidatus_Midichloria	12	0	10	4	0	14	0	0	2	0	26	36	10	8	154	2	6
Candidatus_Saccharimonas	6	18	32	24	10	12	2	0	18	76	0	18	18	8	16	14	12
Ogataea	2	5	68	31	3	8	0	6	1	0	0	42	46	44	17	4	6
Chania	9	7	2	41	16	0	5	7	11	2	6	67	24	35	19	13	18
Salinispora	1	10	15	6	7	5	2	15	3	1	1	55	55	46	9	28	23
Wolinella	11	26	18	9	1	9	0	2	110	0	5	12	13	12	6	6	37
Neorickettsia	0	9	8	0	1	26	1	3	4	0	39	45	16	16	16	82	10
Ichthyobacterium	2	32	63	55	0	1	0	7	0	0	8	2	15	61	11	14	4
Loktanella	44	20	21	43	10	0	0	6	1	1	1	36	42	15	9	12	12
Suicoccus	11	11	29	28	1	0	4	0	4	3	14	23	43	22	37	39	4
Euhalothece	3	88	8	10	0	5	0	1	0	0	8	11	77	11	6	38	5
Drivevirus	100	0	0	2	0	0	0	0	0	1	0	0	0	0	163	4	0
Agarilytica	2	25	22	16	3	1	2	2	60	1	11	9	21	59	20	6	8
Suttonella	3	36	2	12	4	6	2	4	17	2	30	16	66	10	7	34	16
Pandoravirus	35	46	44	18	2	0	0	0	4	5	3	9	21	35	1	23	19
Candidatus_Sneabacter	12	68	2	8	0	2	0	2	0	0	0	70	26	2	48	14	10
Haematospirillum	40	12	48	37	17	0	0	5	1	2	1	6	10	53	8	11	12
Zygosaccharomyces	2	3	11	39	7	0	0	6	1	0	30	20	58	20	13	20	31
Natronobiforma	33	27	12	40	11	0	1	1	1	3	0	17	37	14	20	5	38
Glycocaulis	2	31	10	15	5	14	3	5	23	8	2	38	24	29	13	10	27
Hyphococcus	16	31	37	25	7	1	0	1	4	5	1	31	28	27	14	13	16
Parachlamydia	28	9	2	4	5	0	0	1	0	1	0	14	13	12	28	95	45
Candidatus_Nucleicultrix	0	4	12	20	0	4	0	2	42	0	0	38	46	46	2	32	8
Halostagnicola	19	4	13	39	10	0	0	0	135	0	0	13	9	7	2	5	0
Thermovibrio	7	4	8	17	2	3	7	3	0	0	1	133	26	3	20	4	18
Hydrogenophilus	13	14	51	31	5	0	0	4	3	1	1	16	38	20	32	5	21
Methylobacillus	5	21	3	23	1	1	6	1	3	0	2	16	47	44	9	40	33
Croceibacterium	3	4	6	41	7	1	0	1	10	1	0	17	26	24	19	9	85
Halalkaliarchaeum	20	16	21	10	13	4	0	1	15	0	0	35	49	17	21	2	30
Spartinivicinus	9	15	18	6	6	4	0	3	18	0	1	55	15	46	6	38	14
Alphabaculovirus	5	16	5	17	0	31	0	6	35	1	1	66	31	3	24	6	5
Candidatus_Paracaedibacter	0	14	2	92	12	2	0	0	2	0	4	4	4	40	28	6	42
Methanolacinia	2	39	4	14	1	3	0	4	64	0	0	7	15	21	15	31	30
Pseudothermotoga	7	11	9	29	13	1	0	8	2	1	5	9	37	16	78	8	16
Methanolobus	0	5	49	7	2	0	1	0	0	0	0	56	20	17	12	40	40
Candidatus_Baumannia	2	6	0	38	0	14	8	44	8	4	24	8	14	28	28	18	4
Candidatus_Methanoliparum	0	12	16	12	0	4	0	0	4	0	28	24	10	6	4	126	2
Falsihalocynthiibacter	5	2	2	3	9	0	0	3	5	0	0	14	21	10	17	106	51
Halobellus	6	3	18	30	14	0	6	2	58	8	1	24	23	23	4	8	18
Halotia	2	1	10	10	11	1	0	3	8	2	0	10	39	47	22	62	18
Acidimicrobium	1	35	1	12	2	0	1	1	26	2	1	6	97	34	7	12	6
Candidatus_Bipolaricaulis	26	12	22	40	6	6	0	6	0	4	0	4	46	30	8	8	26
Variibacter	34	8	32	35	1	0	0	3	4	2	0	9	33	25	17	9	32
Desulfobacca	11	13	10	14	0	11	1	4	17	2	3	17	65	33	14	8	18
Flocculibacter	7	22	7	15	0	13	0	7	4	2	0	17	36	41	30	24	15
Malassezia	9	8	2	45	1	11	1	1	5	2	0	21	53	25	20	14	22
Candidatus_Ruthturnera	4	22	4	32	12	0	2	6	0	6	6	10	48	9	52	16	10
Halarchaeum	4	7	5	11	0	1	3	1	1	1	0	52	52	28	42	7	24
Encephalitozoon	5	3	0	4	0	1	0	1	2	0	1	20	14	4	35	58	90
Haloarcula	4	13	1	13	3	5	0	3	1	3	0	4	62	46	47	10	23
Halosiccatus	6	6	3	64	1	0	0	1	0	6	0	17	31	17	18	11	57
Hankyongella	6	7	6	10	3	3	2	5	6	4	0	31	65	27	9	8	44
Picrophilus	0	0	0	4	0	10	0	0	10	0	0	16	2	138	4	22	30
Anaplasma	3	19	6	22	2	0	0	1	3	11	3	21	32	44	47	8	12
Herminiimonas	10	8	20	7	2	0	0	0	6	1	0	23	51	38	12	34	21
Ectothiorhodosinus	5	20	10	11	10	0	1	13	12	0	0	14	66	29	7	28	4
Methanosphaerula	3	5	1	88	2	3	0	0	19	0	1	10	20	29	21	14	14
Bisgaardia	2	47	14	6	4	3	0	0	0	0	17	24	14	33	17	13	32
Fructobacillus	3	9	7	2	1	13	0	3	17	0	2	11	26	14	66	46	6
Psychromicrobium	10	3	5	18	0	8	4	2	5	2	0	14	21	100	13	10	11
Auritidibacter	2	10	0	17	0	16	0	8	7	8	0	61	13	3	42	14	21
Thermovirga	2	11	4	36	2	3	0	6	62	5	2	17	26	12	26	6	2
Acidiphilium	17	3	12	22	1	1	0	1	11	2	0	34	12	29	58	5	13
Actinopolyspora	8	9	31	22	0	0	2	5	4	4	1	28	46	10	22	9	20
Fervidicoccus	3	1	1	3	0	1	0	0	0	0	5	0	114	29	24	0	40
Halococcoides	13	1	7	21	3	0	1	3	2	0	2	14	23	13	4	1	112
Oxynema	0	10	36	33	2	0	0	7	22	3	0	15	46	21	3	5	15
Allocoleopsis	2	18	12	10	1	5	0	4	26	8	0	9	34	18	16	53	1
Basilea	21	14	21	45	1	13	0	0	1	0	0	30	22	15	5	18	11
Weeksella	3	42	23	39	4	2	0	4	0	0	5	26	14	23	6	5	21
Candidatus_Mycosynbacter	6	24	6	22	8	16	0	4	18	34	0	20	8	8	4	14	24
Dactylococcopsis	2	9	11	15	4	3	0	1	0	5	0	69	39	9	19	18	11
Qingshengfaniella	18	13	11	18	6	14	0	0	36	0	0	13	33	14	6	7	25
Salinarchaeum	9	8	3	39	1	3	6	0	8	7	0	32	35	31	13	7	12
Thetabobvirus	15	0	0	0	0	0	0	3	0	0	0	11	23	46	1	97	14
Dermatophilus	1	7	5	12	1	1	1	4	54	1	1	33	35	29	3	4	14
Candidatus_Mikella	0	76	0	2	2	8	0	20	2	6	2	0	0	18	2	62	4
Candidatus_Annandia	0	56	0	12	2	16	10	16	2	4	2	22	38	12	5	0	4
Pseudorhodobacter	0	9	10	6	2	5	17	3	6	1	7	14	57	29	5	9	21
Richelia	5	23	6	18	6	1	0	3	28	4	4	22	43	3	11	17	7
Trichormus	9	14	20	46	2	4	1	0	0	0	18	35	8	4	3	25	12
Candidatus_Gromoviella	6	2	10	0	0	62	0	6	0	0	14	46	10	2	4	14	24
Roseibacterium	6	1	13	20	1	2	1	4	4	6	0	28	42	26	17	11	18
Halolamina	3	17	18	8	3	0	1	0	21	1	0	8	28	12	64	3	11
Marisediminicola	8	24	14	20	3	0	2	1	2	0	5	18	40	21	5	14	20
Frederiksenia	12	4	19	2	0	0	2	2	0	3	59	3	13	62	1	7	7
Methanothermobacter	3	1	7	28	3	17	0	4	0	0	2	36	29	7	1	3	55
Sulfurisphaera	1	6	1	5	2	11	0	1	30	0	2	37	24	16	48	7	5
Methanonatronarchaeum	0	0	1	5	1	0	0	0	0	1	1	1	2	166	3	2	12
Brasilonema	3	15	14	21	0	2	0	0	1	0	0	13	37	31	27	17	13
Filomicrobium	14	24	9	11	1	0	0	1	0	0	1	14	19	20	7	23	49
Gilvimarinus	1	10	16	9	5	0	2	1	1	1	1	40	12	16	8	21	49
Homoserinibacter	10	5	9	18	4	10	3	1	7	5	0	21	24	46	3	1	26
Williamsoniiplasma	1	32	4	5	0	3	0	3	0	1	4	23	54	18	0	30	15
Calycomorphotria	8	6	0	19	0	7	1	1	2	12	0	35	23	26	18	8	26
Lachancea	3	5	3	64	6	1	1	4	2	1	1	26	21	14	13	12	15
Oecophyllibacter	5	10	4	20	1	10	1	3	5	0	4	49	23	15	9	7	25
Saccharobesus	7	17	17	7	2	5	0	8	19	2	2	25	26	30	6	1	17
Thermosulfidibacter	8	1	6	7	0	15	0	2	1	0	5	51	10	21	8	38	18
Entomobacter	4	4	3	3	0	3	0	5	20	0	0	10	40	21	42	20	15
Thermomicrobium	10	22	8	13	6	5	2	1	21	0	4	21	26	14	10	12	15
Lentisphaera	5	8	6	9	12	1	1	1	0	1	2	18	23	34	16	35	17
Natronoglycomyces	1	9	5	13	3	10	1	2	0	0	0	14	53	24	16	20	18
Salarchaeum	22	5	0	31	0	0	0	0	0	0	0	11	35	38	11	7	29
Candidatus_Azoamicus	0	30	0	0	2	0	0	0	0	0	0	0	154	0	2	0	0
Glaciimonas	15	23	11	13	0	34	3	10	6	4	1	7	20	9	19	5	8
Ignatzschineria	5	7	1	6	0	3	0	4	15	0	1	21	70	12	16	17	10
Thiosulfativibrio	24	8	4	20	3	0	0	5	0	1	3	31	13	5	33	8	30
Komagataella	3	17	7	10	2	1	1	3	8	0	6	9	36	25	9	33	17
Natronobacterium	28	0	54	54	3	1	0	0	0	0	0	4	9	11	0	17	6
Candidatus_Gullanella	6	2	0	4	4	12	8	46	28	8	16	6	22	0	22	2	0
Rhodophyticola	6	2	13	10	4	0	0	1	4	5	3	40	43	24	16	3	12
Tropheryma	1	4	2	6	0	0	0	1	0	8	0	59	33	7	15	32	15
Candidatus_Ichthyocystis	2	18	20	18	0	4	2	4	20	2	2	10	20	18	0	38	4
Renibacterium	6	4	14	34	2	1	0	5	6	3	7	24	12	35	10	4	15
Anthocerotibacter	7	4	5	10	3	0	0	13	0	2	5	16	55	16	16	13	16
Bythopirellula	3	6	4	4	2	0	0	4	25	0	0	13	82	14	17	1	6
Candidatus_Bandiella	6	20	16	42	4	4	0	2	0	0	4	2	28	10	2	22	18
Pseudemcibacter	3	6	19	6	0	1	0	6	15	2	40	8	16	20	12	18	7
Candidatus_Carsonella	2	16	8	2	0	8	4	21	6	34	9	10	32	0	4	15	7
Candidatus_Methanoplasma	2	2	0	8	2	0	0	2	0	0	0	20	42	32	4	32	32
Halobiforma	5	6	1	26	0	0	5	1	3	2	1	13	33	44	15	8	15
Acetilactobacillus	0	3	4	14	4	1	0	0	3	1	2	71	8	10	31	15	9
Cyanidioschyzon	27	13	6	42	1	5	0	4	1	1	0	14	26	18	4	4	10
Morococcus	0	16	3	6	4	1	0	1	16	2	0	8	6	11	6	63	33
Natrarchaeobaculum	7	8	14	13	12	3	5	1	7	0	3	13	38	22	8	9	11
Coprothermobacter	3	4	6	8	5	5	0	4	6	4	5	7	9	61	1	16	29
Cysteiniphilum	5	19	4	53	0	1	0	2	1	0	6	3	18	13	35	5	8
Periweissella	7	10	6	12	6	1	0	0	15	3	3	23	41	14	12	16	4
Candidatus_Comchoanobacter	0	0	0	96	0	0	2	8	0	0	0	8	0	38	2	10	6
Cognaticolwellia	4	10	2	40	1	1	0	0	4	2	1	19	6	11	26	25	18
Caldisericum	9	24	1	1	3	0	0	0	2	1	11	5	46	11	2	26	27
Aequoribacter	0	13	7	19	1	1	1	3	0	3	0	6	16	31	50	15	2
Commensalibacter	4	17	5	15	1	0	0	1	10	0	2	20	41	31	7	2	11
Paremcibacter	8	9	9	16	7	3	0	0	0	5	1	14	18	27	3	9	34
Aciduliprofundum	2	14	2	16	6	2	0	0	0	0	2	10	6	2	26	44	30
Candidatus_Chromulinivorax	0	22	6	8	0	4	0	0	2	0	6	2	52	10	34	6	6
Leonardvirus	0	0	1	1	0	0	0	0	154	0	0	0	1	0	1	0	0
Parvularcula	6	6	34	15	2	0	1	1	3	2	0	10	20	18	11	11	18
Candidatus_Schneideria	2	46	0	0	0	8	2	20	2	12	4	6	16	2	4	20	12
Halogeometricum	8	3	9	5	2	0	0	4	7	0	0	14	6	38	7	15	38
Basfia	0	5	34	12	2	0	0	0	0	0	0	14	12	49	6	10	11
Candidatus_Fonsibacter	0	22	12	4	0	0	0	0	12	4	6	2	38	24	6	18	6
Halanaeroarchaeum	0	7	15	14	9	0	3	0	19	2	1	16	24	30	4	3	6
Candidatus_Ishikawaella	2	24	2	6	0	4	4	44	2	8	4	4	26	8	0	12	2
Pseudohalocynthiibacter	3	3	0	6	0	7	0	0	0	0	0	21	69	12	15	5	11
Zhongshania	11	6	5	6	7	1	6	4	4	3	2	22	12	22	6	7	27
Otariodibacter	2	12	1	7	0	0	0	6	7	0	25	4	8	22	1	42	13
Thalassobius	18	4	2	15	3	0	1	0	5	1	0	4	57	24	4	8	4
Simkania	9	12	1	3	2	0	0	0	0	1	6	64	33	11	1	4	0
Halodesulfurarchaeum	21	11	8	18	13	0	2	0	0	0	0	10	11	19	13	5	15
Candidatus_Nitrosoglobus	14	14	0	2	0	0	2	0	0	0	22	8	6	36	20	10	10
Methanomethylovorans	0	6	4	4	0	0	0	1	2	2	0	16	23	35	7	26	17
Moonvirus	0	0	0	0	0	3	0	1	0	0	0	5	1	1	0	132	0
Swingsia	4	22	6	8	5	0	0	5	0	0	2	22	48	1	6	0	11
Gloeomargarita	2	10	2	11	2	10	0	5	5	1	1	13	20	39	11	1	4
Candidatus_Nitrosotalea	14	2	30	8	0	2	0	0	20	0	0	4	8	4	10	8	22
Kolpuevirus	0	20	0	0	0	0	0	30	0	0	0	0	3	0	25	53	0
Cuniculiplasma	0	12	12	6	0	0	0	6	0	0	30	4	28	10	12	10	0
Acidilobus	0	0	0	37	1	0	1	0	0	0	0	9	4	24	36	6	11
Caldimicrobium	0	4	4	4	3	6	0	3	4	0	0	20	19	19	2	13	28
Nitrososphaera	1	12	4	13	3	4	1	0	2	1	0	16	14	25	8	8	15
Madalivirus	3	0	10	0	0	0	0	2	0	0	0	4	2	10	7	22	66
Saccharolobus	4	6	3	2	3	0	0	0	0	0	8	2	19	26	15	12	26
Wilsonroadvirus	0	0	0	0	0	3	0	0	0	0	0	8	7	3	90	10	5
Candidatus_Walczuchella	0	14	2	6	0	2	0	0	0	0	0	0	14	30	4	20	32
Halalkalicoccus	7	5	21	13	0	2	0	0	1	1	2	14	28	10	7	4	8
Geoglobus	5	2	0	4	3	0	0	4	0	1	1	17	30	26	10	11	8
Yonseivirus	42	23	0	23	18	0	0	5	0	0	0	0	1	0	6	4	0
Gammanudivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	54	53	8	6
Athalassotoga	0	6	3	5	1	2	0	0	12	1	1	14	30	11	10	16	6
Candidatus_Fokinia	0	58	2	0	0	0	0	0	16	0	0	10	26	4	0	2	0
Methanotorris	4	14	2	2	1	4	0	0	0	0	1	4	6	60	3	3	14
Brussowvirus	0	0	27	0	0	0	0	0	0	0	0	4	8	63	1	0	12
Vespertiliibacter	0	2	1	23	3	3	0	0	0	0	2	6	11	9	20	5	30
Halovenus	1	0	0	23	0	0	0	0	2	0	0	8	11	38	3	19	9
Palaeococcus	0	2	6	1	0	65	0	1	1	0	1	4	2	0	0	19	11
Betabaculovirus	1	5	3	3	0	1	0	1	1	0	0	0	4	3	80	9	0
Tupanvirus	15	13	1	2	1	0	0	0	43	0	1	0	2	4	1	6	22
Stygiolobus	2	2	2	4	2	41	0	1	0	0	0	12	16	0	4	17	7
Thermofilum	0	0	0	18	0	1	1	1	0	0	0	11	15	42	3	7	7
Candidatus_Nardonella	2	4	8	4	0	1	4	9	4	0	0	4	32	12	2	10	8
Chlorovirus	1	3	1	1	0	0	0	0	1	0	8	1	1	75	0	6	5
Litorivicinus	10	5	0	15	3	0	1	8	3	0	3	17	19	4	6	4	5
Metallosphaera	0	1	0	29	1	1	0	0	41	0	1	1	16	8	1	2	0
Prymnesiovirus	34	0	0	22	19	3	0	0	0	0	1	1	1	3	6	6	6
Anayavirus	0	2	7	26	0	0	0	0	0	0	0	15	34	2	1	7	6
Candidatus_Nitrosopelagicus	30	10	2	0	0	2	12	0	6	0	0	16	4	6	4	6	2
Culoivirus	0	0	3	0	5	0	3	0	0	0	0	0	17	0	0	56	15
Whackvirus	0	0	0	0	0	0	0	0	0	0	0	0	87	7	0	0	5
Fluoribacter	2	2	1	1	2	4	0	1	1	0	9	4	21	8	4	27	7
Wigglesworthia	2	1	9	15	0	0	0	0	0	0	0	57	4	1	1	1	2
Thermoproteus	0	24	5	10	8	0	0	0	4	0	0	16	6	16	1	1	1
Methanohalobium	1	12	0	2	0	1	0	0	2	0	0	11	32	2	11	8	9
Whiteheadvirus	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Candidatus_Chazhemtobacterium	0	2	0	4	0	0	0	0	0	0	0	4	2	76	0	0	0
Plymouthvirus	0	0	0	0	72	0	0	0	0	0	16	0	0	0	0	0	0
Caldisphaera	0	16	0	5	3	2	0	1	2	0	6	1	6	5	1	16	20
Enterovibrio	5	4	2	19	0	6	0	6	0	1	3	5	11	4	12	3	3
Ignicoccus	0	0	13	8	0	0	0	0	0	0	0	0	1	4	9	5	44
Pajaroellobacter	0	1	10	5	0	0	0	1	5	0	0	6	45	2	6	2	1
Sulfodiicoccus	4	0	9	18	0	0	1	1	2	0	1	9	4	21	9	4	1
Gammaretrovirus	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0
Halopenitus	8	0	0	7	0	0	0	4	3	0	0	7	8	11	20	0	11
Litorilituus	1	3	5	5	1	0	0	2	3	0	0	9	22	3	2	8	15
Oneupvirus	0	0	0	1	0	0	0	0	0	0	0	38	12	0	6	20	2
Ayohtrevirus	0	2	0	4	0	0	0	0	0	0	0	6	40	6	10	4	6
Candidatus_Nasuia	6	0	24	4	0	0	4	2	0	0	0	4	10	0	4	12	8
Jeilongvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78
Parasaccharibacter	0	3	8	17	1	0	0	2	0	0	1	8	11	7	11	3	6
Bohxovirus	0	36	0	26	0	0	0	0	0	0	7	0	7	0	0	1	0
Efbeekayvirus	0	0	0	0	0	0	0	0	1	0	0	0	76	0	0	0	0
Klosneuvirus	1	3	1	1	1	8	0	0	0	0	1	2	5	11	15	24	3
Bigelowiella	0	0	12	0	0	0	0	0	0	0	0	3	1	18	0	11	30
Nanobdella	3	15	2	0	0	6	0	0	1	0	0	12	2	0	33	0	1
Burzaovirus	0	0	4	0	0	4	0	1	0	1	43	0	7	2	0	6	6
Denitrificimonas	15	13	12	2	2	1	0	5	0	2	1	4	2	3	4	8	0
Candidatus_Micrarchaeum	4	4	0	34	0	0	0	0	0	0	0	12	8	4	4	2	0
Candidatus_Westeberhardia	0	0	2	0	0	2	4	10	2	10	2	4	24	2	0	6	4
Ferroplasma	0	0	2	1	1	0	0	0	29	0	1	21	5	2	6	3	1
Thermostichus	4	9	3	10	0	1	0	0	0	0	3	14	8	4	5	10	1
Thermosphaera	2	8	1	2	0	0	0	0	0	0	0	3	22	28	4	1	0
Candidatus_Steffania	0	4	4	4	0	0	0	4	2	2	4	16	8	12	6	4	0
Varicellovirus	0	1	5	3	1	0	0	0	18	10	2	1	7	0	1	2	18
Neochlamydia	5	10	1	3	2	0	0	1	8	0	2	7	19	4	0	4	2
Pegivirus	0	0	0	0	0	0	0	0	0	0	0	64	4	0	0	0	0
Simplexvirus	0	0	0	3	0	0	0	0	60	0	0	0	0	2	1	0	2
Paundivirus	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	63	0
Thiosulfatimonas	3	0	1	20	2	0	2	0	0	0	1	4	7	2	6	2	17
Methanofervidicoccus	2	1	2	4	0	0	0	0	1	0	0	12	8	5	3	14	13
Pyrolobus	0	1	10	0	0	0	0	0	46	1	0	3	3	0	0	0	0
Avipoxvirus	0	0	0	9	1	0	0	0	0	0	0	31	15	0	0	1	5
Paramecium	0	0	5	1	0	2	0	0	1	0	7	0	8	1	7	21	8
Rheavirus	1	2	0	2	1	1	0	0	12	0	2	3	5	5	9	18	0
Thermoleptolyngbya	1	0	2	0	0	0	0	0	0	0	0	14	3	2	8	2	29
Candidatus_Mancarchaeum	0	6	0	0	24	0	0	2	0	0	0	0	4	4	12	8	0
Chlamydiifrater	5	15	8	4	3	2	0	2	0	0	0	2	8	7	1	2	0
Begomovirus	0	0	1	1	2	0	0	0	36	0	2	0	1	1	14	0	0
Vespertilionpoxvirus	0	0	0	2	0	0	0	0	0	0	0	55	0	0	0	0	1
Cequinquevirus	0	0	2	0	1	0	0	0	0	0	0	1	0	52	0	0	0
Nitrosarchaeum	0	0	0	0	0	0	0	0	4	0	1	18	15	3	8	6	1
Candidatus_Profftella	10	3	0	1	0	10	2	0	0	0	0	3	6	4	8	2	6
Staphylothermus	4	13	0	12	3	3	0	0	0	0	3	3	8	0	4	0	2
Candidatus_Korarchaeum	36	0	0	4	0	0	4	0	0	0	0	10	0	0	0	0	0
Vulcanisaeta	0	0	4	4	5	0	0	1	11	0	0	3	10	5	2	4	5
Firehammervirus	0	1	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0
Halohasta	0	11	1	3	2	0	0	0	2	0	1	3	20	4	2	2	2
Methanothermus	0	0	0	0	0	0	0	0	0	0	0	2	12	5	1	8	23
Bracoviriform	0	0	0	0	0	29	0	0	0	0	0	2	4	3	1	5	6
Callevirus	0	0	39	0	0	0	0	0	0	0	0	0	0	2	0	9	0
Haloquadratum	4	0	3	9	0	3	1	0	1	0	1	2	5	12	4	0	4
Limnospira	0	13	0	6	0	5	0	0	0	0	0	18	3	0	0	2	2
Xuanwuvirus	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0
Desulfurococcus	0	27	1	0	0	0	0	0	0	0	1	2	6	7	0	3	1
Mardivirus	0	0	0	1	0	13	0	2	28	0	0	0	0	2	0	1	0
Porprismacovirus	0	0	0	0	0	0	0	0	39	0	0	0	0	0	3	5	0
Thermogladius	1	1	1	1	0	0	0	0	0	0	2	1	24	7	1	0	8
Labanvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	22
Entomoplasma	0	6	0	9	0	0	0	0	0	2	0	2	3	11	3	8	1
Infirmifilum	0	1	0	3	1	0	0	0	8	0	0	2	11	10	8	0	0
Torradovirus	0	2	35	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Arawnvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	2
Aviadenovirus	0	0	0	18	0	0	0	0	0	0	0	0	0	0	21	0	3
Candidatus_Hodgkinia	0	2	2	2	0	6	0	4	0	0	0	12	2	4	4	0	4
Lahndsivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0
Roskildevirus	0	5	0	1	0	0	0	0	0	0	0	0	2	34	0	0	0
Bristolvirus	0	0	0	0	0	0	0	0	30	0	0	0	2	2	6	0	1
Flavivirus	1	6	17	4	0	0	0	0	0	0	0	5	1	0	0	4	3
Kochikohdavirus	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	29
Qingdaovirus	0	0	13	0	0	19	0	4	0	0	0	1	0	0	0	2	1
Andromedavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0
Mastadenovirus	0	4	3	3	0	0	0	0	0	0	0	12	3	2	6	0	6
Candidatus_Competibacter	0	0	0	8	0	0	0	0	2	4	0	18	0	0	2	4	0
Conexivisphaera	0	1	4	0	0	0	0	0	0	1	19	3	4	3	0	3	0
Eneladusvirus	0	1	2	7	0	0	0	0	0	0	0	0	5	1	0	21	1
Metrivirus	0	5	0	2	0	0	0	0	0	0	0	28	3	0	0	0	0
Potyvirus	0	23	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0
Cinqassovirus	0	0	8	0	0	0	0	0	0	0	0	8	0	17	3	0	1
Candidatus_Nanohalobium	18	0	0	12	0	0	0	0	0	0	2	0	0	0	0	4	0
Sphaerisporangium	0	1	0	5	0	0	0	0	0	0	0	2	10	12	0	5	1
Sulfuracidifex	0	0	0	3	0	0	0	0	0	0	0	27	1	1	2	0	2
Tungrovirus	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
Fromanvirus	3	1	0	3	4	7	0	0	0	0	0	0	0	3	10	4	0
Poindextervirus	0	1	0	11	0	0	0	0	0	0	0	2	9	2	0	2	8
Samunavirus	1	0	1	0	0	0	0	0	0	0	0	1	2	0	1	6	23
Woodruffvirus	4	0	0	0	0	0	0	0	0	0	0	8	2	0	12	4	5
Megalocytivirus	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
Andhravirus	7	1	8	0	0	5	0	0	0	0	1	3	0	5	2	0	1
Methanopyrus	0	2	8	1	0	0	0	1	0	0	0	3	7	0	2	2	7
Tuwendivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0
Caldivirga	1	0	0	0	1	0	0	3	2	0	0	5	1	0	5	1	13
Jenstvirus	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
Muromegalovirus	0	0	0	0	0	0	0	0	31	0	0	0	1	0	0	0	0
Prasinovirus	6	1	0	0	0	0	0	1	0	0	0	4	10	10	0	0	0
Sepunavirus	0	0	0	0	6	0	0	1	0	0	23	0	1	0	0	1	0
Skogvirus	0	0	4	0	0	0	0	0	0	0	0	5	19	1	0	0	3
Pithovirus	1	2	0	0	0	0	0	0	0	0	0	7	3	0	0	10	8
Lymphocystivirus	0	3	2	0	0	0	0	0	0	0	0	3	1	3	0	12	6
Alphanudivirus	0	0	0	0	0	9	0	0	0	0	2	2	1	6	3	6	0
Centapoxvirus	0	3	0	0	0	3	0	0	22	0	0	0	0	0	0	0	1
Efquatrovirus	3	0	0	0	0	0	0	0	0	3	0	0	13	0	0	10	0
Marseillevirus	1	1	0	0	0	0	0	0	0	0	0	0	3	4	13	2	5
Myrnavirus	0	0	0	0	0	0	0	1	0	0	1	0	11	10	0	1	5
Natranaeroarchaeum	0	5	0	0	0	0	0	0	2	0	0	3	7	9	0	2	1
Orthobunyavirus	7	0	6	0	0	0	0	0	0	0	0	0	1	2	9	4	0
Aphroditevirus	0	0	0	0	0	0	0	0	13	0	0	0	0	15	0	0	0
Asteriusvirus	0	2	2	2	0	2	0	0	0	0	0	0	2	0	12	1	5
Ophiovirus	0	0	0	1	0	0	0	0	0	0	0	2	0	0	19	5	1
Mudcatvirus	1	0	0	0	0	0	0	3	7	0	0	0	0	0	16	0	0
Privateervirus	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kagunavirus	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	1
Betaentomopoxvirus	0	8	1	0	0	0	0	0	1	0	0	4	6	4	0	1	0
Guillardia	1	0	2	0	0	0	0	0	11	0	0	0	2	2	1	5	1
Batrachovirus	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1
Saclayvirus	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0
Aminayvirus	0	0	0	4	0	0	0	0	0	0	0	0	6	8	0	1	4
Atadenovirus	4	0	0	0	0	0	0	0	0	0	0	4	1	9	2	3	0
Coopervirus	0	0	0	0	0	0	0	0	0	0	0	0	1	5	15	1	1
