# Pathway	C1	C2	C3	C4	C5	C6	E1	E2	E3	E4	E5	E6	H1	H2	H3	H4	H5	H6
PWY-6807: xyloglucan degradation II (exoglucanase)	0	0.000135708	1.66035e-06	2.31303e-05	3.30154e-05	5.35816e-05	2.49708e-05	0	0	0	0	0	1.5784e-05	5.34169e-06	1.93001e-06	0	1.39241e-06	2.05751e-06
PWY-6823: molybdopterin biosynthesis	0.000108957	0.000150315	4.81748e-05	0.00010556	7.09952e-05	6.0296e-05	0.000243727	0.000211564	0.000164959	0.000118477	9.04701e-05	6.33898e-05	0.000167257	0.000188072	0.00021976	0.000322894	0.000235595	0.000256922
PWY-6859: all-trans-farnesol biosynthesis	7.96101e-05	5.29609e-05	4.22208e-05	4.96249e-05	3.07488e-05	9.40265e-05	9.9204e-05	5.97271e-05	0.000118546	6.62015e-05	4.58044e-05	0.000117024	1.65663e-05	2.26674e-05	1.6024e-05	1.52031e-05	1.21266e-05	1.96753e-05
PWY-6876: isopropanol biosynthesis (engineered)	3.72253e-06	0	0	0	1.01468e-06	5.67329e-07	0	0	1.60026e-06	1.26039e-06	5.09771e-07	0	1.14592e-06	6.61782e-07	0	4.2458e-06	0	5.56791e-07
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	9.6777e-05	0.000125365	2.69221e-05	0.0002218	0.000255186	0.000158015	0.000175913	0.000288891	0.000233882	0.000288605	0.000205955	0.000230162	6.57159e-05	6.24092e-05	9.84726e-05	6.50311e-05	0.000105498	0.000187941
PWY-6897: thiamine diphosphate salvage II	0.000271068	0.000358581	0.000362161	0.000283972	0.000276565	0.000331316	0.000160008	0.000313308	0.000214466	0.000312281	0.000199422	0.000199967	0.000230056	0.0002269	0.000316149	0.000254782	0.000258556	0.000228496
PWY-6901: superpathway of glucose and xylose degradation	0.00024467	0.000217309	0.000169871	0.000201836	0.000223938	0.000171359	0.00029405	0.000393969	0.000374874	0.000262225	0.000380248	0.000240036	0.000128443	8.64259e-05	0.000137936	0.000175726	0.000221933	0.000141264
PWY-6902: chitin degradation II (Vibrio)	8.25104e-05	0.000176602	0.000250999	0.000159574	0.000111047	0.00022952	9.62574e-06	0.0002082	1.37797e-05	5.31868e-05	0.000104473	8.7919e-05	2.43975e-05	2.35498e-05	2.55995e-05	3.94286e-05	3.72305e-05	5.12931e-05
PWY-6906: chitin derivatives degradation	0.000101534	4.09524e-05	0.000133575	0.000127438	0.000155183	8.45527e-05	1.90279e-05	0	2.37133e-05	5.72281e-06	0	6.51413e-05	4.90785e-05	1.39913e-05	3.80149e-05	5.4192e-05	2.83309e-06	0
PWY-6920: 6-gingerol analog biosynthesis (engineered)	0	7.51419e-07	0	0	4.39688e-07	9.08519e-07	0	0	0	0	6.06803e-06	0	2.54041e-07	0	0	1.08284e-06	0	0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	2.86563e-05	5.13942e-06	1.84161e-05	3.85209e-05	1.57826e-05	4.5878e-06	4.79879e-05	4.53033e-05	4.47607e-05	6.74032e-05	7.37929e-06	3.03235e-06	1.37084e-05	7.75783e-06	8.63209e-06	2.90117e-06	1.21864e-05	1.85866e-05
PWY-6936: seleno-amino acid biosynthesis (plants)	0.00031528	8.12736e-05	0.00013917	0.000199501	0.000149835	9.14062e-05	0.000313947	0.000505923	0.000348091	0.000332373	0.000280341	0.00017571	0.000202208	0.000245662	0.000254866	0.000168709	0.000258343	0.000291386
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0	0	1.3798e-06	3.95066e-06	0	0	8.21847e-06	0	1.28627e-06	0	0	0	0	9.98844e-07	1.78023e-06	6.18613e-07	0	0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	1.03564e-05	6.06016e-06	1.12383e-06	4.22325e-05	5.54001e-05	1.26474e-05	0.000225537	0.000105424	4.60517e-05	0.000215515	0.000124347	8.07239e-05	1.52177e-05	9.34028e-06	9.45317e-06	1.1292e-06	1.34204e-05	4.36394e-05
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	4.90859e-05	2.86839e-05	4.99203e-05	5.94697e-05	0.000183877	2.60443e-05	0.0001417	0.000351782	0.000251637	0.000127869	0.000158584	0.000152242	5.44314e-05	4.78547e-05	5.86659e-05	6.36835e-05	7.75601e-05	8.32797e-05
PWY-6992: 1,5-anhydrofructose degradation	0	1.74429e-06	1.54209e-06	5.48324e-06	1.31848e-05	1.82983e-06	1.92387e-05	7.55034e-05	3.18783e-05	2.23266e-05	2.34953e-05	3.20635e-05	7.23678e-06	1.0971e-06	1.38314e-05	2.25946e-06	1.49929e-06	1.09092e-05
PWY-7000: kanamycin biosynthesis	0	0	2.68374e-06	0	1.03566e-06	0	0	0	0	0	0	0	0	0	5.12045e-07	0	0	0
PWY-7013: (S)-propane-1,2-diol degradation	7.04401e-05	3.71437e-06	1.31896e-05	5.38196e-06	9.20052e-06	7.76738e-06	2.98644e-05	0.000997834	1.53744e-05	0.000141543	5.79241e-05	0	5.05673e-05	3.53497e-05	1.19022e-05	2.36648e-05	0.00014854	2.14477e-05
PWY-702: L-methionine biosynthesis II	0.000156952	4.48038e-05	3.71172e-05	0.000103631	8.77829e-05	3.06481e-05	0.000181935	0.000385927	0.000327925	0.000229465	0.000443851	0.000111271	5.00728e-05	6.8365e-05	8.03426e-05	0.000104139	0.000102356	0.000141363
PWY-7031: protein N-glycosylation (bacterial)	0	0	1.26955e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7039: phosphatidate metabolism, as a signaling molecule	0	0	0	0	0	5.10139e-06	0	2.19973e-05	3.02602e-06	2.70317e-05	2.84551e-05	0	1.83534e-07	2.40737e-07	0	0	0	2.52708e-06
PWY-7094: fatty acid salvage	1.20844e-06	3.29498e-06	0	1.76581e-05	7.68008e-06	5.54894e-06	6.34963e-05	9.2307e-05	8.72736e-05	5.39055e-05	1.87867e-05	1.81509e-05	7.48416e-06	5.6416e-06	0	1.43495e-07	6.64644e-06	3.43679e-05
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0.000335926	0.00037583	0.000325838	0.000318406	0.000420949	0.000283275	0.000614418	0.000576583	0.000583662	0.000576249	0.000963057	0.000371309	0.000276516	0.000215317	0.000377263	0.000350827	0.000376474	0.00043671
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	0.000136055	3.64386e-05	3.17909e-05	5.28294e-05	4.95199e-05	1.49457e-05	5.84976e-05	0.000225114	0.000177322	7.30598e-05	0.00019821	7.37369e-05	5.31697e-05	4.04808e-05	4.09085e-05	2.94938e-05	0.000132532	8.85633e-05
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0.000209889	5.02679e-05	4.27212e-05	0.00012625	0.000144772	5.22286e-05	0.000166714	0.000684711	0.000382715	0.00024885	0.00048955	0.000217506	6.04459e-05	3.14966e-05	3.09548e-05	5.0674e-05	0.000212089	0.000109285
PWY-7118: chitin deacetylation	1.80745e-05	1.31776e-05	2.95379e-06	4.15566e-05	6.86341e-05	9.08601e-06	0.000105629	0.000406879	0.000363364	0.000170263	0.000139868	0.000122774	1.37609e-05	1.05447e-05	1.0566e-05	1.04762e-06	4.19465e-05	5.52422e-05
PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)	0	0	0	5.75983e-07	7.96407e-07	5.89074e-07	8.12418e-06	0	0	2.50983e-06	0	0	0	0	0	0	0	0
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)	0	0	0	0	9.23148e-07	0	5.17782e-06	2.51712e-05	8.45748e-07	2.18716e-05	1.91247e-05	0	4.48874e-06	3.74715e-06	0	0	2.92126e-06	9.8565e-06
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.000107208	3.65088e-05	2.48714e-05	6.20769e-05	8.26829e-05	6.89423e-05	0.000108567	0.000307631	0.00021008	0.000143706	0.000162378	0.000137756	2.58967e-05	1.99063e-05	1.63807e-05	6.77309e-06	7.232e-05	7.23999e-05
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	6.26253e-05	6.53988e-06	1.59235e-05	3.61964e-05	3.47656e-05	1.47196e-05	7.58412e-05	0.000192738	0.000137435	8.38173e-05	9.82714e-05	6.55132e-05	1.07074e-05	1.09887e-05	7.45132e-06	0	3.21872e-05	3.06577e-05
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0	8.09941e-06	0	0	6.13509e-06	2.0485e-06	0	0	0	1.47564e-05	1.01456e-05	0	1.22604e-06	0	0	1.15848e-05	1.92163e-05	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0.000225894	0.00015834	0.000157814	0.000159154	0.000101344	0.000144711	8.08315e-05	0.000274855	0.000151147	0.000130872	0.000122451	0.000113268	9.57121e-05	9.17777e-05	6.8209e-05	0.000141126	7.87491e-05	7.81929e-05
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	8.91472e-05	0.000132645	2.35467e-05	1.92803e-05	4.29766e-05	2.26643e-05	8.30221e-05	0.000162362	2.78558e-06	0.000174416	0.00018156	1.22738e-05	4.92064e-05	7.522e-05	1.93257e-05	6.67732e-05	9.96219e-05	6.53524e-05
PWY-7199: pyrimidine deoxyribonucleosides salvage	0.000415703	0.000419612	0.000427388	0.00041122	0.000375505	0.000381947	0.00021424	0.000139826	0.000216746	0.000209306	0.000101799	0.00034637	0.000281379	0.000398224	0.000443569	0.000318296	0.000222133	0.000282162
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	1.58237e-05	3.98265e-05	1.57989e-06	2.24169e-05	6.96599e-06	0	0	0	1.54809e-06	0	0	0	0	6.30929e-06	1.23764e-05	0	0	0
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0	5.01724e-06	1.08616e-06	3.30474e-05	4.17844e-05	1.82944e-05	0.000143172	5.79889e-05	0.000202677	7.70083e-05	7.28025e-05	6.23142e-05	1.494e-06	1.13963e-06	6.36675e-06	0	4.64808e-06	2.05786e-05
PWY-7208: superpathway of pyrimidine nucleobases salvage	0.000313201	0.000213892	0.000207245	0.000247691	0.000141228	0.000132764	0.000115149	0.000247584	0.000204349	0.000181131	0.000160903	0.000227209	0.000140721	0.000138998	0.000110484	0.000200884	0.000114054	0.000129051
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	2.08778e-06	7.29467e-06	0	3.9659e-06	1.14389e-05	4.63822e-06	6.96032e-07	1.65337e-05	5.1514e-05	2.31642e-05	6.78367e-05	1.02533e-05	1.05546e-05	5.44866e-06	8.68591e-07	1.39016e-05	2.25417e-05	2.27584e-06
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	0.000110556	2.29828e-05	2.6828e-05	3.76196e-06	1.64763e-05	2.40048e-05	6.84187e-06	0.000196908	3.95522e-06	1.46764e-05	4.15931e-05	1.21569e-05	9.67606e-06	9.87066e-06	1.30578e-05	7.47577e-06	3.45591e-05	6.91644e-05
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	4.85382e-05	3.23605e-05	1.32081e-05	3.16482e-05	0.000105768	3.71403e-05	2.85863e-05	0.000232928	1.11502e-05	3.57167e-05	6.76356e-05	2.09503e-05	2.96944e-05	2.98318e-05	2.71474e-05	1.24571e-05	6.33272e-05	8.03153e-05
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0.000318692	0.000196612	0.000227068	0.000268969	0.000128501	0.000263529	0.000102163	0.000347238	0.00020534	0.000165675	0.000140719	0.000289785	0.000113142	0.000107391	8.38773e-05	0.000151934	8.49728e-05	9.78597e-05
PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.000484069	0.000554844	0.000586322	0.000540944	0.000527279	0.00051034	0.000387459	0.000330677	0.000310256	0.00045736	0.000616375	0.000418799	0.000433186	0.000528339	0.000747114	0.000558899	0.000478404	0.00046246
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.000318692	0.000196612	0.000227068	0.000268969	0.000128501	0.000263529	0.000102163	0.000347238	0.00020534	0.000165675	0.000140719	0.000289785	0.000113142	0.000107391	8.38773e-05	0.000151934	8.49728e-05	9.78597e-05
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.000390351	0.000293489	0.000330914	0.000363459	0.000207929	0.000352142	0.000162448	0.00035019	0.00025689	0.000244765	0.000230801	0.000348198	0.00018086	0.000179648	0.000151006	0.000241525	0.000145033	0.000162797
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.000492188	0.000396678	0.00044001	0.000473517	0.000317768	0.000425373	0.000241644	0.000292327	0.000269147	0.000359286	0.000294014	0.000384732	0.000265872	0.000286197	0.00025433	0.000363408	0.000221398	0.000246588
PWY-7234: inosine-5'-phosphate biosynthesis III	0.000269703	0.000277655	0.000233869	0.000172201	0.000204557	0.000145113	0.000145098	0.000206714	0.000188976	0.000226147	0.000218638	0.000149846	0.000104614	6.50612e-05	6.81153e-05	6.79399e-05	0.000184251	0.000113133
PWY-7237: myo-, chiro- and scyllo-inositol degradation	0.00028205	0.000358362	0.000303927	0	0.000166915	0.000393132	0.000128503	0.000748663	7.0917e-05	0.000223338	0.000144696	0.000119771	0.000229446	0.000220047	0.000434615	0.000404258	0.000363001	0.000357075
PWY-7238: sucrose biosynthesis II	0.000400636	0.000406923	0.000439155	0.000417453	0.000499479	0.000323721	0.000445129	0.000525633	0.00040958	0.000386347	0.000975319	0.000347846	0.000539235	0.000506362	0.000790068	0.00097857	0.00071187	0.000555223
PWY-7242: D-fructuronate degradation	3.78463e-05	6.15891e-05	3.16384e-05	6.64636e-05	8.82599e-05	7.83332e-05	0.000165479	6.29994e-05	0.000139933	0.000111878	7.65655e-05	0.00015948	4.99999e-05	5.05964e-05	4.95497e-05	0.000128216	3.1911e-05	6.46684e-05
PWY-7245: superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)	0	0	1.03003e-06	5.99058e-07	0	0	1.38747e-06	1.3556e-05	0	1.24069e-05	6.36401e-06	0	4.57308e-06	6.88367e-06	0	0	0	2.61161e-06
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.000322703	0.000371043	0.000397215	0.000426782	0.000428491	0.000369529	0.0003714	0.000469646	0.000314369	0.000327279	0.000593874	0.000269076	0.00030352	0.000315839	0.000413908	0.000407243	0.000353968	0.000362664
PWY-7254: TCA cycle VII (acetate-producers)	7.67552e-06	1.06907e-05	7.34729e-06	2.59135e-05	9.38759e-05	3.03479e-06	0	0	2.80822e-06	6.4934e-07	0	0	1.16657e-05	1.72315e-05	1.31168e-05	4.1255e-06	1.15769e-06	4.38287e-06
PWY-7268: cytosolic NADPH production (yeast)	0	0	3.14375e-06	5.10766e-07	0	0	1.0886e-06	1.04978e-05	0	1.27147e-05	5.30411e-06	0	5.44067e-06	8.74876e-06	0	0	0	2.23683e-06
PWY-7269: mitochondrial NADPH production (yeast)	1.13843e-05	2.83437e-07	2.1045e-06	2.48243e-06	8.0221e-06	1.82736e-06	1.53084e-05	0.000171679	6.1428e-05	2.19472e-05	3.07625e-05	1.48146e-05	6.13608e-06	8.32546e-06	1.66965e-06	0	1.72236e-05	1.03711e-05
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	0	0	0	0	0	0	0	0	1.89348e-07	0	0	0	0	0	0	0	0	1.24581e-06
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	0.000268356	0.00030523	0.000295384	0.000254276	0.00024311	0.000309165	0.000188284	0.000276068	0.000271367	0.000248178	0.000127256	0.000209109	0.000136561	8.76256e-05	0.000156818	0.000135506	0.000126356	0.000143435
PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90701e-06	4.01797e-07
PWY-7290: Escherichia coli serotype O86 O-antigen biosynthesis	0	0	0	2.06913e-06	1.20675e-07	0	3.2705e-05	0	0	0	0	0	0	0	0	0	0	0
PWY-7294: D-xylose degradation IV	0	0	0	4.24012e-06	0	0	1.20813e-06	0	0	0	2.86062e-06	0	9.95181e-07	0	0	0	0	1.56816e-05
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis	3.77034e-05	0	1.45542e-05	5.28333e-05	5.33643e-05	0	3.03146e-06	0	0	0	0	8.57405e-05	2.37882e-06	5.55985e-06	6.73246e-06	1.19361e-05	0	2.17967e-06
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	1.46884e-05	6.55262e-06	2.09411e-06	1.633e-05	6.0611e-05	1.18326e-05	0.000114757	0.000332359	0.000136288	0.000104189	0.00010656	6.20184e-05	1.19593e-05	1.42667e-05	5.41174e-06	3.22068e-05	4.12496e-05	4.26991e-05
PWY-7316: dTDP-N-acetylviosamine biosynthesis	2.84064e-06	2.64938e-06	4.14e-05	2.77728e-06	7.65453e-07	1.59006e-05	3.65554e-05	0	6.76982e-07	2.09557e-06	0	6.05195e-06	5.74182e-06	0	9.79212e-06	1.92183e-06	0	4.24761e-07
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	0	0	0	1.40267e-06	0	0	7.0648e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.000159856	0.000153717	0.00012016	0.000163911	0.000173375	0.000122946	0.000185758	6.03305e-05	0.000176393	0.000114678	0.000118379	0.000160337	8.88329e-05	5.53716e-05	7.98335e-05	0.000107777	4.4794e-05	0.000107506
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.000202164	0.000208853	4.8313e-05	0.000126768	0.000169823	7.65574e-05	0.000246035	4.29021e-05	0.000106044	0.000200022	0.000195716	0.000185898	0.00013296	0.000141725	6.50871e-05	0.000229762	0.000167067	0.000168166
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	0	0	1.94344e-05	1.90579e-06	0	0	0	0	2.52684e-06	0	0	5.26804e-05	4.52216e-06	0	5.42585e-06	0	0	0
PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	6.04139e-06	4.72379e-06	5.43573e-07	5.74589e-06	9.58097e-06	4.65063e-06	4.80863e-06	0	6.5701e-06	0	6.32107e-06	0	3.97341e-06	1.94417e-06	2.0684e-06	5.74873e-07	0	2.33326e-06
PWY-7345: superpathway of anaerobic sucrose degradation	0.000230009	0.000135063	0.000150175	0.000194415	0.000226374	0.000157676	0.00023568	0.000391955	0.000383562	0.000267973	0.000326941	0.000231286	9.46523e-05	0.000117495	0.000121138	0.00010575	0.000162133	0.000157567
PWY-7356: thiamine diphosphate salvage IV (yeast)	0.000154546	3.11487e-05	5.39967e-05	4.06912e-05	4.45376e-05	6.27512e-06	3.11872e-05	0.000249074	6.34605e-06	4.23048e-05	0.000193409	0	6.20749e-05	0.000105641	4.69751e-05	6.89084e-05	0.000103209	6.22278e-05
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	0.000252273	0.000300323	0.000310063	0.000238118	0.000230604	0.000297965	0.000196789	0.000336362	0.000185126	0.00034195	0.000239602	0.000168912	0.000284247	0.000249966	0.000393739	0.00038109	0.000329344	0.000340832
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	5.66592e-06	0	5.29289e-06	4.80201e-06	2.66176e-06	7.97775e-06	0	0	4.73438e-07	0	0	4.5249e-07	1.67273e-05	1.39066e-06	9.73364e-07	5.34085e-05	3.16463e-06	5.49591e-07
PWY-7376: cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	0	0	0	0	0	0	0	0	0	7.00042e-06	2.9564e-06	0	0	0	0	0	0	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	5.17841e-05	4.09727e-05	2.24547e-05	2.66401e-05	0.000104466	1.38391e-05	8.26403e-06	3.03229e-05	1.5006e-05	1.749e-05	3.35508e-05	3.42605e-06	7.64534e-05	0.000115504	0.000193767	9.90958e-05	0.000112744	8.72864e-05
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	0	6.82077e-07	0	6.41946e-06	0	9.26826e-07	2.43893e-05	1.7346e-05	8.79607e-06	2.17677e-05	1.29986e-05	8.66001e-06	1.95686e-07	9.26996e-07	3.99822e-07	0	2.18531e-06	4.79979e-06
PWY-7385: 1,3-propanediol biosynthesis (engineered)	4.11387e-07	3.63096e-06	0	4.6597e-05	1.5408e-05	7.42804e-06	0.000149232	0.00010031	1.23026e-05	0.000144051	4.00802e-05	3.39842e-05	3.62073e-06	9.76858e-07	7.29517e-06	5.85547e-07	5.193e-06	2.5758e-05
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	6.96044e-06	0	4.97074e-07	1.5423e-05	2.18257e-05	0	3.80477e-06	0.000259825	0.000206598	5.96248e-05	5.09295e-05	2.94974e-05	5.70709e-06	4.73208e-06	0	0	1.73232e-05	1.17522e-05
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	0	1.09638e-06	0	9.0662e-06	0	1.44529e-06	1.01358e-05	2.07637e-05	1.04611e-05	1.85886e-05	1.7005e-05	3.87704e-06	3.17413e-07	1.49748e-06	6.48636e-07	0	3.50863e-06	7.54051e-06
PWY-7391: isoprene biosynthesis II (engineered)	2.05494e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7392: taxadiene biosynthesis (engineered)	0.00014406	0.000105913	9.36466e-05	0.000109414	6.41925e-05	0.00017648	0.000106865	8.72882e-05	7.53108e-05	8.58126e-05	4.57711e-05	0.000183271	3.79034e-05	5.28325e-05	3.45178e-05	4.15307e-05	2.97986e-05	3.77257e-05
PWY-7396: butanol and isobutanol biosynthesis (engineered)	4.97158e-06	0	1.14786e-06	1.96109e-06	9.1177e-07	0	0	8.35867e-05	0	1.1773e-05	5.11899e-06	6.50747e-07	2.32304e-06	1.58175e-06	0	0	6.91581e-06	7.91824e-07
PWY-7399: methylphosphonate degradation II	0	5.93438e-07	0	0	0	0	4.72011e-07	0	0	0	1.17158e-06	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.000212246	0.000258466	0.000180985	0.000237507	0.00024431	0.000144859	0.00039385	0.000420791	0.000311926	0.000396507	0.000517815	0.000172201	0.000258509	0.000265658	0.00028154	0.00025742	0.000318379	0.000325108
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	0	6.47538e-07	0	9.67286e-06	9.44447e-06	0	7.10853e-05	1.29865e-05	3.31549e-05	3.28912e-05	3.14838e-05	1.45015e-05	9.5612e-07	0	2.76278e-06	0	1.01499e-06	2.56105e-06
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)	1.91301e-06	8.12761e-06	1.08469e-06	2.85096e-06	0	0	0	0	3.11653e-06	0	0	0	5.16125e-07	0	4.10247e-07	5.66527e-07	1.23999e-07	2.18047e-07
PWY-7446: sulfoquinovose degradation I	0	1.42707e-06	0	6.7338e-06	1.2683e-05	4.67474e-06	6.2743e-05	1.58773e-05	6.57927e-06	3.91213e-05	2.06863e-05	1.14551e-05	3.84536e-07	0	2.30149e-06	0	7.658e-07	2.22045e-05
PWY-7456: &beta;-(1,4)-mannan degradation	0.000116675	0.000141954	0.000109086	0.000139641	0.000146328	0.000106109	8.42174e-05	6.20236e-05	3.3552e-05	4.91926e-05	0	7.57637e-05	8.58371e-05	6.01186e-05	9.84545e-05	0.000140375	4.80912e-05	8.71331e-05
PWY-7527: L-methionine salvage cycle III	0	0	0	0	0	0	0	4.73745e-07	0	0	0	0	0	0	0	0	0	0
PWY-7528: L-methionine salvage cycle I (bacteria and plants)	0	0	0	0	0	0	0	6.85487e-07	0	0	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II	0.00025554	0.000324642	0.000158354	0.00017165	0.000224356	0.000295654	0.000265835	0.00038726	0.000302569	0.00033953	0.000281856	0.000265264	0.000210468	0.000208504	0.000213622	0.000284718	0.000221763	0.000284668
PWY-7616: methanol oxidation to carbon dioxide	1.04835e-06	0	0	3.46589e-06	3.75771e-06	1.29792e-06	2.4826e-07	2.53923e-05	9.77881e-06	1.25748e-05	2.24812e-05	2.35678e-06	1.97107e-06	1.47616e-06	1.06806e-06	0	5.55089e-06	3.7129e-06
PWY-7663: gondoate biosynthesis (anaerobic)	0.000425043	0.000364896	0.000438574	0.000437593	0.000424323	0.000396151	0.000396742	0.000570942	0.000627112	0.000440642	0.000343204	0.000336832	0.000213988	0.000263007	0.000294853	0.000138786	0.000145247	0.000194486
PWY-7664: oleate biosynthesis IV (anaerobic)	0.000277339	0.000153194	0.000178042	0.000296673	0.000250477	5.47386e-05	0.000310299	0.000448448	0.000433879	0.000183487	0.000289377	0.000261121	6.77475e-05	7.12147e-05	7.69592e-05	3.25537e-05	0.000132539	0.000161675
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	2.09795e-06	6.93692e-06	5.40756e-05	5.27507e-06	2.38072e-06	4.07844e-06	1.10406e-05	0	1.68292e-06	0	1.36593e-06	3.1637e-07	5.86514e-06	7.27779e-06	6.25404e-06	7.59527e-07	0	0
PWY-7723: bacterial bioluminescence	0	6.9116e-07	0	0	0	0	0	0	0	0	5.39623e-06	0	1.97533e-06	0	0	8.15958e-07	4.68688e-06	0
PWY-7731: superpathway of photosynthetic hydrogen production	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3718e-07	0	9.59926e-07	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	0.000132631	6.53869e-05	3.09525e-05	0.000126663	0.000121917	2.55143e-05	0.000167243	7.63768e-05	0.000125983	0.000115576	0.000154193	0.000136936	0.000134739	0.000127209	0.000209554	4.83865e-05	0.000120842	0.000156551
PWY-7783: plasmalogen degradation	0	0	0	0	0	0	2.81251e-06	0	0	2.64387e-06	7.85193e-07	0	1.892e-06	1.98555e-06	1.25858e-06	0	7.78409e-06	1.49278e-06
PWY-7790: UMP biosynthesis II	0.000437863	0.000585364	0.000585664	0.000558087	0.000557779	0.000478254	0.000351474	0.00036395	0.00026703	0.000387326	0.000336383	0.000364594	0.000454933	0.000529674	0.000749981	0.000713195	0.000481799	0.000502631
PWY-7791: UMP biosynthesis III	0.000437863	0.000585364	0.000585664	0.000558087	0.000557779	0.000478254	0.000351474	0.00036395	0.00026703	0.000387326	0.000336383	0.000364594	0.000454933	0.000529674	0.000749981	0.000713195	0.000481799	0.000502631
PWY-7805: (aminomethyl)phosphonate degradation	0	2.15743e-06	0	1.10664e-05	7.02335e-06	0	9.8475e-05	2.96989e-05	9.31754e-05	8.18695e-05	3.50961e-05	2.71512e-05	2.07792e-06	2.61375e-07	1.7374e-06	0	1.02748e-06	6.00618e-06
PWY-7807: glyphosate degradation III	6.90454e-07	2.06079e-06	0	1.20179e-05	6.5354e-06	0	0.000102324	3.0066e-05	9.08206e-05	8.13785e-05	3.36015e-05	2.57523e-05	2.39585e-06	2.57304e-07	1.82093e-06	4.48576e-07	1.0806e-06	6.0137e-06
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	2.54248e-06	0	4.74309e-06	0	2.50053e-07	0	3.09476e-07	0	0	0	0	7.12901e-06	3.48335e-07	7.56734e-07	9.84006e-07	0	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	0.00038399	0.00050015	0.000487775	0.000478417	0.000439326	0.000416889	0.000291394	0.00023233	0.000208846	0.000277665	0.000300437	0.000328857	0.000348929	0.000453806	0.000521888	0.000554212	0.000353439	0.000364294
