# Pathway HUMAnN v4.0.0.alpha.1	C1	C2	C3	Y1	Y2	Y3
PWY-7356: thiamine diphosphate salvage IV (yeast)|s__Oscillibacter_sp_ER4.t__SGB15254	0	1.74321e-05	6.60488e-06	0	0	0
PWY-7356: thiamine diphosphate salvage IV (yeast)|unclassified	9.14714e-06	1.52654e-05	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Akkermansia_muciniphila.t__SGB9226	0	2.63229e-05	6.91448e-05	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	3.14018e-05	2.12615e-05	1.9085e-05
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	6.52455e-05	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Bacteroides_uniformis.t__SGB1836	0	0	9.11855e-06	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Bifidobacterium_longum.t__SGB17248	0	0	0	2.50731e-05	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	0.000168245
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Blautia_massiliensis.t__SGB4826	0	0	0	1.80956e-05	9.30849e-06	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Blautia_obeum.t__SGB4811	0	0	0	2.0934e-05	4.43235e-05	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	1.36379e-05	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000140266	3.34574e-05	9.57183e-05
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	6.07011e-05	5.02743e-05
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Coprococcus_comes.t__SGB4577	0	0	0	0	2.70417e-05	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Dorea_longicatena.t__SGB4582	0	0	0	2.14122e-05	2.8838e-05	1.36383e-05
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Escherichia_coli.t__SGB10068	0	0	7.23789e-05	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Eubacterium_rectale.t__SGB4933	0	0	0	0	9.75062e-06	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Faecalibacterium_SGB15346.t__SGB15346	0	8.60674e-06	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	1.66701e-05	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	3.79578e-05
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Klebsiella_pneumoniae.t__SGB10115	0.000129805	0.000123652	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.15392e-05	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Oscillibacter_sp_ER4.t__SGB15254	0	1.4432e-05	7.10069e-06	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Pyramidobacter_piscolens.t__SGB15497	0	1.20381e-05	0	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Roseburia_faecis.t__SGB4925	0	0	0	0	0	3.76549e-05
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	7.0227e-05	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	0.000167553	3.87646e-05	0.000141473
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	7.03015e-06	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	5.669e-05	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)|unclassified	8.29832e-05	4.94081e-05	4.11097e-05	2.70206e-05	7.12814e-05	4.91374e-05
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|s__Alistipes_finegoldii.t__SGB2301	0	0	1.5921e-06	0	0	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	4.99336e-05	5.09019e-05	5.59702e-05	1.34035e-05	3.03271e-05	0
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)|unclassified	0	8.51348e-06	0	0	0	2.9666e-05
PWY-7385: 1,3-propanediol biosynthesis (engineered)|unclassified	6.26464e-06	0	0	1.11676e-05	1.7117e-05	0
PWY-7392: taxadiene biosynthesis (engineered)|unclassified	2.03202e-05	2.33068e-05	3.37404e-05	1.25408e-05	3.26638e-05	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Akkermansia_muciniphila.t__SGB9226	0	1.19639e-05	3.78516e-05	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	2.85254e-05	4.2197e-05	4.88726e-05
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	5.05668e-05	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	0.000110167
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Blautia_faecis.t__SGB4820	0	0	0	2.27694e-05	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Blautia_massiliensis.t__SGB4826	0	0	0	2.463e-05	1.28714e-05	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Blautia_obeum.t__SGB4811	0	0	0	2.13763e-05	2.17683e-05	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	6.03009e-06	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	8.21116e-06	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000135025	2.50963e-05	5.80711e-05
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	5.30408e-05	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Comamonas_kerstersii.t__SGB12676	4.59225e-05	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Coprococcus_comes.t__SGB4577	0	0	0	0	2.40713e-05	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	1.13829e-05	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Dorea_longicatena.t__SGB4582	0	0	0	3.17255e-05	6.22394e-05	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Escherichia_coli.t__SGB10068	0	0	6.66798e-05	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	2.70989e-05	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Faecalibacterium_prausnitzii.t__SGB15318	0	5.08898e-06	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	1.46342e-05	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	2.06937e-05
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__GGB9715_SGB15267.t__SGB15267	0	0	0.00014477	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Klebsiella_pneumoniae.t__SGB10115	0.000133964	0.000102002	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.46872e-05	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	2.93778e-05	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	6.64015e-05	8.70196e-06	7.69348e-05
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	3.18857e-05	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	2.2884e-05	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	0	2.19566e-05	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|unclassified	7.50842e-05	7.27816e-05	6.80915e-05	4.05807e-05	0.000138275	0.000124879
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)|s__Ruthenibacterium_lactatiformans.t__SGB15271	1.04962e-05	0	0	0	0	0
PWY-7446: sulfoquinovose degradation I|s__Escherichia_coli.t__SGB10068	0	0	5.84657e-05	0	0	0
PWY-7446: sulfoquinovose degradation I|unclassified	1.44907e-05	0	0	0	0	0
PWY-7456: &beta;-(1,4)-mannan degradation|unclassified	7.39965e-06	1.54173e-05	2.28195e-05	1.22363e-05	1.38035e-05	1.15102e-05
PWY-7528: L-methionine salvage cycle I (bacteria and plants)|s__Klebsiella_pneumoniae.t__SGB10115	7.77084e-05	6.84864e-05	0	0	0	0
PWY-7528: L-methionine salvage cycle I (bacteria and plants)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	5.06273e-06	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	2.8054e-05	3.41772e-05	3.74315e-05
PWY-7560: methylerythritol phosphate pathway II|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	8.17087e-05	1.15217e-05	0
PWY-7560: methylerythritol phosphate pathway II|s__Blautia_massiliensis.t__SGB4826	0	0	0	2.34138e-05	0	0
PWY-7560: methylerythritol phosphate pathway II|s__Blautia_obeum.t__SGB4811	0	0	0	0	3.17084e-05	0
PWY-7560: methylerythritol phosphate pathway II|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000121384	1.57991e-05	7.11932e-05
PWY-7560: methylerythritol phosphate pathway II|s__Dorea_longicatena.t__SGB4582	0	0	0	1.16043e-05	3.17714e-05	0
PWY-7560: methylerythritol phosphate pathway II|s__Escherichia_coli.t__SGB10068	0	0	4.34062e-05	0	0	0
PWY-7560: methylerythritol phosphate pathway II|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	2.97332e-05
PWY-7560: methylerythritol phosphate pathway II|s__Klebsiella_pneumoniae.t__SGB10115	0.000101333	7.5203e-05	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.10812e-05	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	2.80442e-05	7.70433e-06	4.57583e-05
PWY-7560: methylerythritol phosphate pathway II|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	1.59998e-05	0
PWY-7560: methylerythritol phosphate pathway II|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	3.68667e-05	0
PWY-7560: methylerythritol phosphate pathway II|unclassified	3.95839e-05	4.79264e-05	4.65259e-05	1.8868e-05	5.68405e-05	9.51625e-05
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Akkermansia_muciniphila.t__SGB9226	0	8.32029e-06	5.45293e-05	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Alistipes_finegoldii.t__SGB2301	0	0	4.76389e-06	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Alistipes_onderdonkii.t__SGB2303	1.35464e-05	0	5.22555e-05	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Alistipes_shahii.t__SGB2295	0	0	1.28586e-05	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Blautia_faecis.t__SGB4820	0	0	0	1.50447e-05	1.54186e-05	1.4065e-05
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Blautia_wexlerae.t__SGB4837	0	0	0	2.87277e-05	7.47195e-06	2.28974e-05
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Comamonas_kerstersii.t__SGB12676	6.43481e-05	0	1.95971e-05	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Escherichia_coli.t__SGB10068	0	0	8.18272e-05	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Klebsiella_pneumoniae.t__SGB10115	0.000220994	0.000177391	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.66139e-05	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	4.86251e-05	0	4.57449e-05
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	5.90908e-06	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	2.05005e-05	3.62852e-05	0
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	1.74255e-05	4.84831e-05	4.42824e-05	1.92309e-05	4.17738e-05	4.7808e-05
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis|s__Alistipes_putredinis.t__SGB2318	0	0	1.91935e-05	0	0	0
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis|unclassified	0	8.71677e-06	2.29248e-05	1.19019e-05	0	2.13864e-05
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	5.25692e-05	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Bacteroides_stercoris.t__SGB1830	0	0	5.89687e-06	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Blautia_wexlerae.t__SGB4837	0	0	0	0	0	2.96658e-05
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Escherichia_coli.t__SGB10068	0	0	3.76294e-05	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Klebsiella_pneumoniae.t__SGB10115	8.57017e-05	6.75837e-05	0	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	6.67221e-06	0	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	1.9431e-05	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	3.61128e-05	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)|unclassified	1.64802e-05	2.37178e-05	2.13714e-05	0	4.13555e-05	4.14153e-05
PWY-7790: UMP biosynthesis II|s__Akkermansia_muciniphila.t__SGB9226	0	0	2.73419e-05	0	0	0
PWY-7790: UMP biosynthesis II|s__Alistipes_communis.t__SGB2290	0	8.12312e-06	2.70441e-06	0	0	0
PWY-7790: UMP biosynthesis II|s__Alistipes_onderdonkii.t__SGB2303	8.90027e-06	0	5.13424e-05	0	0	0
PWY-7790: UMP biosynthesis II|s__Alistipes_putredinis.t__SGB2318	0	0	4.15976e-05	0	0	0
PWY-7790: UMP biosynthesis II|s__Alistipes_shahii.t__SGB2295	0	0	2.17578e-05	0	0	0
PWY-7790: UMP biosynthesis II|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	3.05488e-05	3.07919e-05	4.45678e-05
PWY-7790: UMP biosynthesis II|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	6.24699e-05	0	0
PWY-7790: UMP biosynthesis II|s__Bacteroides_uniformis.t__SGB1836	0	0	3.22001e-05	0	0	0
PWY-7790: UMP biosynthesis II|s__Bifidobacterium_longum.t__SGB17248	0	0	0	1.8934e-05	0	0
PWY-7790: UMP biosynthesis II|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	0.000207272
PWY-7790: UMP biosynthesis II|s__Blautia_faecis.t__SGB4820	0	0	0	2.13204e-05	8.83663e-06	7.82732e-06
PWY-7790: UMP biosynthesis II|s__Blautia_massiliensis.t__SGB4826	0	0	0	2.31486e-05	9.98493e-06	0
PWY-7790: UMP biosynthesis II|s__Blautia_obeum.t__SGB4811	0	0	0	3.58806e-05	4.53167e-05	0
PWY-7790: UMP biosynthesis II|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	6.21003e-06	0
PWY-7790: UMP biosynthesis II|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000103733	1.94469e-05	8.70627e-05
PWY-7790: UMP biosynthesis II|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	5.45643e-05	4.95299e-05
PWY-7790: UMP biosynthesis II|s__Collinsella_intestinalis.t__SGB14741	0	0	0	1.85795e-05	0	0
PWY-7790: UMP biosynthesis II|s__Comamonas_kerstersii.t__SGB12676	7.08664e-05	0	2.10496e-05	0	0	0
PWY-7790: UMP biosynthesis II|s__Coprococcus_comes.t__SGB4577	0	0	0	0	2.42165e-05	0
PWY-7790: UMP biosynthesis II|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	2.51298e-05	0
PWY-7790: UMP biosynthesis II|s__Dorea_longicatena.t__SGB4582	0	0	0	0	4.21063e-05	0
PWY-7790: UMP biosynthesis II|s__Escherichia_coli.t__SGB10068	0	0	4.3688e-05	0	0	0
PWY-7790: UMP biosynthesis II|s__Faecalibacillus_faecis.t__SGB6750	0	0	0	0	1.11469e-05	0
PWY-7790: UMP biosynthesis II|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	2.27245e-05	0	1.29928e-05
PWY-7790: UMP biosynthesis II|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	3.10077e-05
PWY-7790: UMP biosynthesis II|s__GGB3304_SGB4365.t__SGB4365	3.76274e-05	0	0	0	0	0
PWY-7790: UMP biosynthesis II|s__GGB3653_SGB4964.t__SGB4964	0	0	0	0	7.46091e-06	0
PWY-7790: UMP biosynthesis II|s__GGB9715_SGB15267.t__SGB15267	0	0	0.000132831	0	0	0
PWY-7790: UMP biosynthesis II|s__Klebsiella_pneumoniae.t__SGB10115	0.00016033	0.000103414	0	0	0	0
PWY-7790: UMP biosynthesis II|s__Klebsiella_quasipneumoniae.t__SGB10112	0	9.65599e-06	0	0	0	0
PWY-7790: UMP biosynthesis II|s__Phocaeicola_vulgatus.t__SGB1814	0	9.8084e-06	0	0	0	0
PWY-7790: UMP biosynthesis II|s__Pyramidobacter_piscolens.t__SGB15497	0	1.2374e-05	0	0	0	0
PWY-7790: UMP biosynthesis II|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	3.84656e-05	0	0
PWY-7790: UMP biosynthesis II|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	4.20846e-05	9.72847e-06	5.7223e-05
PWY-7790: UMP biosynthesis II|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	1.54233e-05	0
PWY-7790: UMP biosynthesis II|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	5.66103e-05	0
PWY-7790: UMP biosynthesis II|s__Ruthenibacterium_lactatiformans.t__SGB15271	1.30555e-05	0	0	0	0	0
PWY-7790: UMP biosynthesis II|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	1.2961e-05	2.25191e-05	0
PWY-7790: UMP biosynthesis II|unclassified	9.90383e-05	9.93773e-05	7.09405e-05	2.32139e-05	8.28369e-05	0.00011148
PWY-7791: UMP biosynthesis III|s__Akkermansia_muciniphila.t__SGB9226	0	0	2.73419e-05	0	0	0
PWY-7791: UMP biosynthesis III|s__Alistipes_communis.t__SGB2290	0	1.05368e-05	1.36235e-05	0	0	0
PWY-7791: UMP biosynthesis III|s__Alistipes_onderdonkii.t__SGB2303	8.92887e-06	0	4.80706e-05	0	0	0
PWY-7791: UMP biosynthesis III|s__Alistipes_putredinis.t__SGB2318	0	0	4.15976e-05	0	0	0
PWY-7791: UMP biosynthesis III|s__Alistipes_shahii.t__SGB2295	0	8.18089e-06	2.17578e-05	0	0	0
PWY-7791: UMP biosynthesis III|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	3.26347e-05	4.80689e-05	4.45678e-05
PWY-7791: UMP biosynthesis III|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	6.81914e-05	1.29004e-05	0
PWY-7791: UMP biosynthesis III|s__Bacteroides_uniformis.t__SGB1836	0	0	3.22001e-05	0	0	0
PWY-7791: UMP biosynthesis III|s__Bifidobacterium_longum.t__SGB17248	0	0	0	1.8934e-05	0	0
PWY-7791: UMP biosynthesis III|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	0.000207272
PWY-7791: UMP biosynthesis III|s__Blautia_faecis.t__SGB4820	0	0	0	2.40442e-05	1.34e-05	9.81291e-06
PWY-7791: UMP biosynthesis III|s__Blautia_massiliensis.t__SGB4826	0	0	0	2.63242e-05	1.62407e-05	0
PWY-7791: UMP biosynthesis III|s__Blautia_obeum.t__SGB4811	0	0	0	3.87871e-05	4.53167e-05	0
PWY-7791: UMP biosynthesis III|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	6.21003e-06	0
PWY-7791: UMP biosynthesis III|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	4.68484e-06	0
PWY-7791: UMP biosynthesis III|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000138464	2.28644e-05	9.2989e-05
PWY-7791: UMP biosynthesis III|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	6.77805e-05	7.2042e-05
PWY-7791: UMP biosynthesis III|s__Collinsella_intestinalis.t__SGB14741	0	0	0	2.44848e-05	0	0
PWY-7791: UMP biosynthesis III|s__Comamonas_kerstersii.t__SGB12676	7.08664e-05	0	2.10496e-05	0	0	0
PWY-7791: UMP biosynthesis III|s__Coprococcus_comes.t__SGB4577	0	0	0	0	3.18079e-05	0
PWY-7791: UMP biosynthesis III|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	3.30207e-05	0
PWY-7791: UMP biosynthesis III|s__Dorea_longicatena.t__SGB4582	0	0	0	1.39363e-05	4.95146e-05	0
PWY-7791: UMP biosynthesis III|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	1.12896e-05	0
PWY-7791: UMP biosynthesis III|s__Escherichia_coli.t__SGB10068	0	0	4.3688e-05	0	0	0
PWY-7791: UMP biosynthesis III|s__Faecalibacillus_faecis.t__SGB6750	0	0	0	0	1.11469e-05	0
PWY-7791: UMP biosynthesis III|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	3.06973e-05	0	1.82875e-05
PWY-7791: UMP biosynthesis III|s__Faecalibacterium_SGB15346.t__SGB15346	0	3.58233e-06	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Faecalibacterium_prausnitzii.t__SGB15318	0	4.63434e-06	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	2.40252e-05	0
PWY-7791: UMP biosynthesis III|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	3.42736e-05
PWY-7791: UMP biosynthesis III|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	0	1.07876e-05
PWY-7791: UMP biosynthesis III|s__GGB3304_SGB4365.t__SGB4365	3.76274e-05	0	0	0	0	0
PWY-7791: UMP biosynthesis III|s__GGB3653_SGB4964.t__SGB4964	0	0	0	0	7.46091e-06	0
PWY-7791: UMP biosynthesis III|s__GGB9342_SGB14306.t__SGB14306	0	0	1.81323e-05	0	0	0
PWY-7791: UMP biosynthesis III|s__GGB9350_SGB14317.t__SGB14317	0	1.14419e-05	0	0	0	0
PWY-7791: UMP biosynthesis III|s__GGB9634_SGB15095.t__SGB15095	7.29411e-05	1.30847e-05	0	0	0	0
PWY-7791: UMP biosynthesis III|s__GGB9708_SGB15234.t__SGB15234	0	4.0315e-05	0	0	0	0
PWY-7791: UMP biosynthesis III|s__GGB9715_SGB15267.t__SGB15267	0	0	0.000132831	0	0	0
PWY-7791: UMP biosynthesis III|s__Gemmiger_SGB15295.t__SGB15295	0	0	1.12024e-05	0	0	0
PWY-7791: UMP biosynthesis III|s__Klebsiella_pneumoniae.t__SGB10115	0.00016033	0.000103414	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Klebsiella_quasipneumoniae.t__SGB10112	0	9.65599e-06	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Oscillibacter_sp_ER4.t__SGB15254	0	1.04981e-05	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Oscillospiraceae_unclassified_SGB15256.t__SGB15256	2.33945e-05	0	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Pyramidobacter_piscolens.t__SGB15497	0	1.2374e-05	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	4.31275e-05	0	0
PWY-7791: UMP biosynthesis III|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	5.71117e-05	9.72847e-06	5.7223e-05
PWY-7791: UMP biosynthesis III|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	1.54233e-05	0
PWY-7791: UMP biosynthesis III|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	5.66103e-05	0
PWY-7791: UMP biosynthesis III|s__Ruthenibacterium_lactatiformans.t__SGB15271	1.46849e-05	0	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	1.1419e-05	2.38487e-05	0
PWY-7791: UMP biosynthesis III|unclassified	9.90383e-05	0.000103783	7.09405e-05	3.15889e-05	0.000108793	0.00011148
PWY-7805: (aminomethyl)phosphonate degradation|s__Escherichia_coli.t__SGB10068	0	0	7.1651e-05	0	0	0
PWY-7805: (aminomethyl)phosphonate degradation|s__Klebsiella_pneumoniae.t__SGB10115	0.000157662	0.000117901	0	0	0	0
PWY-7805: (aminomethyl)phosphonate degradation|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.39989e-05	0	0	0	0
PWY-7805: (aminomethyl)phosphonate degradation|unclassified	3.84026e-05	0	0	0	0	0
PWY-7807: glyphosate degradation III|s__Escherichia_coli.t__SGB10068	0	0	6.9353e-05	0	0	0
