# Pathway HUMAnN v4.0.0.alpha.1	C1	C2	C3	Y1	Y2	Y3
PWY-7560: methylerythritol phosphate pathway II|unclassified	49.8512723779	57.8196282233	54.0582273368	18.5016334142	54.0262007161	94.9760762148
PWY-7664: oleate biosynthesis IV (anaerobic)	469.7538629242	365.5081076671	554.7316247380	359.0904801049	234.3358062260	265.1013171128
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Akkermansia_muciniphila.t__SGB9226	0	10.0378047191	63.3573153680	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Alistipes_finegoldii.t__SGB2301	0	0	5.5351448731	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Alistipes_onderdonkii.t__SGB2303	17.0601249620	0	60.7154422547	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Alistipes_shahii.t__SGB2295	0	0	14.9403292878	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Blautia_faecis.t__SGB4820	0	0	0	14.7525338797	14.6551951179	14.0374739204
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Blautia_wexlerae.t__SGB4837	0	0	0	28.1698054511	7.1019888461	22.8524988451
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Comamonas_kerstersii.t__SGB12676	81.0388695545	0	22.7697417785	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Escherichia_coli.t__SGB10068	0	0	95.0746247772	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Klebsiella_pneumoniae.t__SGB10115	278.3157526709	214.0086001497	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	20.0433787091	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	47.6808381875	0	45.6553251726
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	5.6165007902	0
PWY-7664: oleate biosynthesis IV (anaerobic)|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	20.1023391813	34.4886253160	0
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	21.9454198318	58.4912350975	51.4514687767	18.8574516528	39.7054678651	47.7143183630
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	0	10.8813552519	34.8510580845	12.3121700030	0	22.2070673635
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis|s__Alistipes_putredinis.t__SGB2318	0	0	22.3008212937	0	0	0
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis|unclassified	0	10.5161293778	26.6362285020	11.6708155886	0	21.3444714365
PWY-7723: bacterial bioluminescence	41.4187965471	0	0	0	0	9.7365482757
PWY-7731: superpathway of photosynthetic hydrogen production	96.5865896345	27.2848814576	0	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	263.3484921478	216.6168225717	179.1040340925	143.6580974242	127.4740205377	204.0489586062
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	51.5483087451	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Bacteroides_stercoris.t__SGB1830	0	0	6.8515497553	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Blautia_wexlerae.t__SGB4837	0	0	0	0	0	29.6076904403
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Escherichia_coli.t__SGB10068	0	0	43.7214216749	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Klebsiella_pneumoniae.t__SGB10115	107.9312011403	81.5347355832	0	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	8.0495284691	0	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	19.0536538582	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	34.3247305045	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)|unclassified	20.7549430259	28.6136982889	24.8313418364	0	39.3079029713	41.3341829214
PWY-7783: plasmalogen degradation	0	0	0	16.3886774183	0	120.4771114870
PWY-7790: UMP biosynthesis II	827.9770353199	531.7256080054	734.1667362821	592.7771631703	637.8427869632	737.5629059993
PWY-7790: UMP biosynthesis II|s__Akkermansia_muciniphila.t__SGB9226	0	0	31.7684774337	0	0	0
PWY-7790: UMP biosynthesis II|s__Alistipes_communis.t__SGB2290	0	9.7999398323	3.1422429727	0	0	0
PWY-7790: UMP biosynthesis II|s__Alistipes_onderdonkii.t__SGB2303	11.2088498337	0	59.6544731645	0	0	0
PWY-7790: UMP biosynthesis II|s__Alistipes_putredinis.t__SGB2318	0	0	48.3320478915	0	0	0
PWY-7790: UMP biosynthesis II|s__Alistipes_shahii.t__SGB2295	0	0	25.2802959941	0	0	0
PWY-7790: UMP biosynthesis II|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	29.9555666634	29.2672964193	44.4805000672
PWY-7790: UMP biosynthesis II|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	61.2567852939	0	0
PWY-7790: UMP biosynthesis II|s__Bacteroides_uniformis.t__SGB1836	0	0	37.4131459917	0	0	0
PWY-7790: UMP biosynthesis II|s__Bifidobacterium_longum.t__SGB17248	0	0	0	18.5662754009	0	0
PWY-7790: UMP biosynthesis II|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	206.8656481415
PWY-7790: UMP biosynthesis II|s__Blautia_faecis.t__SGB4820	0	0	0	20.9063440489	8.3991057423	7.8119914068
PWY-7790: UMP biosynthesis II|s__Blautia_massiliensis.t__SGB4826	0	0	0	22.6990901087	9.4905452082	0
PWY-7790: UMP biosynthesis II|s__Blautia_obeum.t__SGB4811	0	0	0	35.1838401863	43.0728990920	0
PWY-7790: UMP biosynthesis II|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	5.9025513070	0
PWY-7790: UMP biosynthesis II|s__Blautia_wexlerae.t__SGB4837	0	0	0	101.7189093918	18.4840376502	86.8921718626
PWY-7790: UMP biosynthesis II|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	51.8626577356	49.4328623943
PWY-7790: UMP biosynthesis II|s__Collinsella_intestinalis.t__SGB14741	0	0	0	18.2186968445	0	0
PWY-7790: UMP biosynthesis II|s__Comamonas_kerstersii.t__SGB12676	89.2479009247	0	24.4574019031	0	0	0
PWY-7790: UMP biosynthesis II|s__Coprococcus_comes.t__SGB4577	0	0	0	0	23.0174393308	0
PWY-7790: UMP biosynthesis II|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	23.8855097523	0
PWY-7790: UMP biosynthesis II|s__Dorea_longicatena.t__SGB4582	0	0	0	0	40.0214784615	0
PWY-7790: UMP biosynthesis II|s__Escherichia_coli.t__SGB10068	0	0	50.7609306688	0	0	0
PWY-7790: UMP biosynthesis II|s__Faecalibacillus_faecis.t__SGB6750	0	0	0	0	10.5950299345	0
PWY-7790: UMP biosynthesis II|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	22.2832386219	0	12.9673316351
PWY-7790: UMP biosynthesis II|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	30.9469928426
PWY-7790: UMP biosynthesis II|s__GGB3304_SGB4365.t__SGB4365	47.3873199422	0	0	0	0	0
PWY-7790: UMP biosynthesis II|s__GGB3653_SGB4964.t__SGB4964	0	0	0	0	7.0914944996	0
PWY-7790: UMP biosynthesis II|s__GGB9715_SGB15267.t__SGB15267	0	0	154.3352190859	0	0	0
PWY-7790: UMP biosynthesis II|s__Klebsiella_pneumoniae.t__SGB10115	201.9172574410	124.7616909781	0	0	0	0
PWY-7790: UMP biosynthesis II|s__Klebsiella_quasipneumoniae.t__SGB10112	0	11.6492247701	0	0	0	0
PWY-7790: UMP biosynthesis II|s__Phocaeicola_vulgatus.t__SGB1814	0	11.8331044484	0	0	0	0
PWY-7790: UMP biosynthesis II|s__Pyramidobacter_piscolens.t__SGB15497	0	14.9282998922	0	0	0	0
PWY-7790: UMP biosynthesis II|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	37.7186125576	0	0
PWY-7790: UMP biosynthesis II|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	41.2672970794	9.2467820696	57.1108982074
PWY-7790: UMP biosynthesis II|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	14.6596005416	0
PWY-7790: UMP biosynthesis II|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	53.8073618527	0
PWY-7790: UMP biosynthesis II|s__Ruthenibacterium_lactatiformans.t__SGB15271	16.4418137638	0	0	0	0	0
PWY-7790: UMP biosynthesis II|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	12.7092977152	21.4041081637	0
PWY-7790: UMP biosynthesis II|unclassified	124.7271308418	119.8912402163	82.4254288098	22.7630676926	78.7354139756	111.2614396455
PWY-7791: UMP biosynthesis III	827.9770353199	531.7256080054	734.1667362821	613.4324582598	719.2800551618	737.5629059993
PWY-7791: UMP biosynthesis III|s__Akkermansia_muciniphila.t__SGB9226	0	0	31.7684774337	0	0	0
PWY-7791: UMP biosynthesis III|s__Alistipes_communis.t__SGB2290	0	12.7119219539	15.8291145352	0	0	0
PWY-7791: UMP biosynthesis III|s__Alistipes_onderdonkii.t__SGB2303	11.2448618245	0	55.8529555418	0	0	0
PWY-7791: UMP biosynthesis III|s__Alistipes_putredinis.t__SGB2318	0	0	48.3320478915	0	0	0
PWY-7791: UMP biosynthesis III|s__Alistipes_shahii.t__SGB2295	0	9.8696385245	25.2802959941	0	0	0
PWY-7791: UMP biosynthesis III|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	32.0009323023	45.6888594427	44.4805000672
PWY-7791: UMP biosynthesis III|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	66.8671452085	12.2616872155	0
PWY-7791: UMP biosynthesis III|s__Bacteroides_uniformis.t__SGB1836	0	0	37.4131459917	0	0	0
PWY-7791: UMP biosynthesis III|s__Bifidobacterium_longum.t__SGB17248	0	0	0	18.5662754009	0	0
PWY-7791: UMP biosynthesis III|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	206.8656481415
PWY-7791: UMP biosynthesis III|s__Blautia_faecis.t__SGB4820	0	0	0	23.5772227814	12.7365134636	9.7936882257
PWY-7791: UMP biosynthesis III|s__Blautia_massiliensis.t__SGB4826	0	0	0	25.8130281606	15.4365374557	0
PWY-7791: UMP biosynthesis III|s__Blautia_obeum.t__SGB4811	0	0	0	38.0338854487	43.0728990920	0
PWY-7791: UMP biosynthesis III|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	5.9025513070	0
PWY-7791: UMP biosynthesis III|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	4.4528840094	0
PWY-7791: UMP biosynthesis III|s__Blautia_wexlerae.t__SGB4837	0	0	0	135.7747301667	21.7322732228	92.8068317511
PWY-7791: UMP biosynthesis III|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	64.4245158542	71.9008951658
PWY-7791: UMP biosynthesis III|s__Collinsella_intestinalis.t__SGB14741	0	0	0	24.0092737500	0	0
PWY-7791: UMP biosynthesis III|s__Comamonas_kerstersii.t__SGB12676	89.2479009247	0	24.4574019031	0	0	0
PWY-7791: UMP biosynthesis III|s__Coprococcus_comes.t__SGB4577	0	0	0	0	30.2329935588	0
PWY-7791: UMP biosynthesis III|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	31.3857507099	0
PWY-7791: UMP biosynthesis III|s__Dorea_longicatena.t__SGB4582	0	0	0	13.6656343997	47.0629776224	0
PWY-7791: UMP biosynthesis III|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	10.7306652493	0
PWY-7791: UMP biosynthesis III|s__Escherichia_coli.t__SGB10068	0	0	50.7609306688	0	0	0
PWY-7791: UMP biosynthesis III|s__Faecalibacillus_faecis.t__SGB6750	0	0	0	0	10.5950299345	0
PWY-7791: UMP biosynthesis III|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	30.1011537817	0	18.2516365368
PWY-7791: UMP biosynthesis III|s__Faecalibacterium_SGB15346.t__SGB15346	0	4.3218162973	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Faecalibacterium_prausnitzii.t__SGB15318	0	5.5909819532	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	22.8356794637	0
PWY-7791: UMP biosynthesis III|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	34.2064276582
PWY-7791: UMP biosynthesis III|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	0	10.7664875191
PWY-7791: UMP biosynthesis III|s__GGB3304_SGB4365.t__SGB4365	47.3873199422	0	0	0	0	0
PWY-7791: UMP biosynthesis III|s__GGB3653_SGB4964.t__SGB4964	0	0	0	0	7.0914944996	0
PWY-7791: UMP biosynthesis III|s__GGB9342_SGB14306.t__SGB14306	0	0	21.0678266976	0	0	0
PWY-7791: UMP biosynthesis III|s__GGB9350_SGB14317.t__SGB14317	0	13.8038031533	0	0	0	0
PWY-7791: UMP biosynthesis III|s__GGB9634_SGB15095.t__SGB15095	91.8607945652	15.7857310550	0	0	0	0
PWY-7791: UMP biosynthesis III|s__GGB9708_SGB15234.t__SGB15234	0	48.6370601443	0	0	0	0
PWY-7791: UMP biosynthesis III|s__GGB9715_SGB15267.t__SGB15267	0	0	154.3352190859	0	0	0
PWY-7791: UMP biosynthesis III|s__Gemmiger_SGB15295.t__SGB15295	0	0	13.0160374836	0	0	0
PWY-7791: UMP biosynthesis III|s__Klebsiella_pneumoniae.t__SGB10115	201.9172574410	124.7616909781	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Klebsiella_quasipneumoniae.t__SGB10112	0	11.6492247701	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Oscillibacter_sp_ER4.t__SGB15254	0	12.6651251732	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Oscillospiraceae_unclassified_SGB15256.t__SGB15256	29.4626926365	0	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Pyramidobacter_piscolens.t__SGB15497	0	14.9282998922	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	42.2900074216	0	0
PWY-7791: UMP biosynthesis III|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	56.0025939102	9.2467820696	57.1108982074
PWY-7791: UMP biosynthesis III|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	14.6596005416	0
PWY-7791: UMP biosynthesis III|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	53.8073618527	0
PWY-7791: UMP biosynthesis III|s__Ruthenibacterium_lactatiformans.t__SGB15271	18.4938562046	0	0	0	0	0
PWY-7791: UMP biosynthesis III|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	11.1972611335	22.6678714381	0
PWY-7791: UMP biosynthesis III|unclassified	124.7271308418	125.2061541861	82.4254288098	30.9754916063	103.4064205134	111.2614396455
PWY-7805: (aminomethyl)phosphonate degradation	340.2099043541	240.4857038733	147.4544306751	0	0	0
PWY-7805: (aminomethyl)phosphonate degradation|s__Escherichia_coli.t__SGB10068	0	0	83.2509818753	0	0	0
PWY-7805: (aminomethyl)phosphonate degradation|s__Klebsiella_pneumoniae.t__SGB10115	198.5568950035	142.2391768025	0	0	0	0
PWY-7805: (aminomethyl)phosphonate degradation|s__Klebsiella_quasipneumoniae.t__SGB10112	0	16.8886679920	0	0	0	0
PWY-7805: (aminomethyl)phosphonate degradation|unclassified	48.3636016346	0	0	0	0	0
PWY-7807: glyphosate degradation III	364.0483197302	271.9790506220	155.4579860528	0	0	0
PWY-7807: glyphosate degradation III|s__Escherichia_coli.t__SGB10068	0	0	80.5809599220	0	0	0
PWY-7807: glyphosate degradation III|s__Klebsiella_pneumoniae.t__SGB10115	240.5473801170	177.0457516831	0	0	0	0
PWY-7807: glyphosate degradation III|s__Klebsiella_quasipneumoniae.t__SGB10112	0	19.7578028617	0	0	0	0
PWY-7807: glyphosate degradation III|unclassified	53.6277113653	0	11.0444231899	0	0	0
PWY-7858: (5Z)-dodecenoate biosynthesis II	310.0756642001	206.0430824359	85.7565350511	22.9721743052	0	11.6679245898
PWY-7858: (5Z)-dodecenoate biosynthesis II|s__Comamonas_kerstersii.t__SGB12676	76.1935453670	0	0	0	0	0
PWY-7858: (5Z)-dodecenoate biosynthesis II|s__Escherichia_coli.t__SGB10068	0	0	60.1593925265	0	0	0
PWY-7858: (5Z)-dodecenoate biosynthesis II|s__Klebsiella_pneumoniae.t__SGB10115	184.7605650427	165.0799590493	0	0	0	0
PWY-7858: (5Z)-dodecenoate biosynthesis II|s__Klebsiella_quasipneumoniae.t__SGB10112	0	10.0601913012	0	0	0	0
PWY-7858: (5Z)-dodecenoate biosynthesis II|unclassified	0	0	0	13.9810893435	0	10.4761335718
PWY-7873: D-erythronate degradation II	0	0	61.5139484907	0	0	0
PWY-7873: D-erythronate degradation II|s__Escherichia_coli.t__SGB10068	0	0	61.5139484907	0	0	0
PWY-7874: L-threonate degradation	193.4047932252	108.9575006996	62.0137718876	0	0	0
PWY-7874: L-threonate degradation|s__Escherichia_coli.t__SGB10068	0	0	62.0137718876	0	0	0
PWY-7874: L-threonate degradation|s__Klebsiella_pneumoniae.t__SGB10115	178.9017951840	95.8779232447	0	0	0	0
PWY-7874: L-threonate degradation|s__Klebsiella_quasipneumoniae.t__SGB10112	0	8.9866188944	0	0	0	0
PWY-7874: L-threonate degradation|unclassified	7.1081930073	0	0	0	0	0
PWY-7883: anhydromuropeptides recycling II	251.7338198258	204.7838549314	121.3956043960	0	0	0
PWY-7883: anhydromuropeptides recycling II|s__Escherichia_coli.t__SGB10068	0	0	75.8621662788	0	0	0
PWY-7883: anhydromuropeptides recycling II|s__Klebsiella_pneumoniae.t__SGB10115	213.6516917843	177.0648601596	0	0	0	0
PWY-7883: anhydromuropeptides recycling II|s__Klebsiella_quasipneumoniae.t__SGB10112	0	11.2103407690	0	0	0	0
PWY-7883: anhydromuropeptides recycling II|unclassified	8.8602869784	0	0	0	0	0
PWY-7942: 5-oxo-L-proline metabolism	281.2237565963	194.6422823426	24.5723504829	0	0	0
PWY-7942: 5-oxo-L-proline metabolism|s__Klebsiella_pneumoniae.t__SGB10115	179.9733552716	122.1749041766	0	0	0	0
PWY-7942: 5-oxo-L-proline metabolism|s__Klebsiella_quasipneumoniae.t__SGB10112	0	8.5421412301	0	0	0	0
PWY-7991: toxoflavin biosynthesis	273.4152779651	214.8556672838	174.5148513468	311.2380436281	377.7288614471	270.7719306963
PWY-7991: toxoflavin biosynthesis|s__Escherichia_coli.t__SGB10068	0	0	78.0716317743	0	0	0
PWY-7991: toxoflavin biosynthesis|s__Klebsiella_pneumoniae.t__SGB10115	159.8953853763	153.8802910568	0	0	0	0
PWY-7991: toxoflavin biosynthesis|s__Klebsiella_quasipneumoniae.t__SGB10112	0	18.4977675580	0	0	0	0
PWY-7991: toxoflavin biosynthesis|unclassified	58.7021093430	15.1275866653	0	0	24.2493385882	0
PWY-7992: superpathway of menaquinol-8 biosynthesis III	0	0	49.9174517887	0	0	0
PWY-8004: Entner-Doudoroff pathway I	272.0721939306	307.4841544777	181.5414215657	86.2534319759	0	261.7166662513
PWY-8004: Entner-Doudoroff pathway I|s__Bacteroides_uniformis.t__SGB1836	0	0	19.6211384689	0	0	0
PWY-8004: Entner-Doudoroff pathway I|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	84.3807993708
PWY-8004: Entner-Doudoroff pathway I|s__Escherichia_coli.t__SGB10068	0	0	48.7988949863	0	0	0
PWY-8004: Entner-Doudoroff pathway I|s__Klebsiella_pneumoniae.t__SGB10115	104.3722549386	79.3796680697	0	0	0	0
PWY-8004: Entner-Doudoroff pathway I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	4.8144591748	0	0	0	0
PWY-8004: Entner-Doudoroff pathway I|unclassified	0	34.6254465241	25.2523972408	0	0	17.5624630997
PWY-8011: L-serine biosynthesis II	14.9040749893	0	0	0	0	10.1504324202
PWY-8011: L-serine biosynthesis II|unclassified	0	0	0	0	0	10.1504324202
PWY-801: homocysteine and cysteine interconversion	222.2382244233	185.8957272678	0	0	0	0
PWY-801: homocysteine and cysteine interconversion|s__Klebsiella_pneumoniae.t__SGB10115	186.2908213250	150.3127160405	0	0	0	0
PWY-801: homocysteine and cysteine interconversion|s__Klebsiella_quasipneumoniae.t__SGB10112	0	11.0956861887	0	0	0	0
PWY-8055: palmitoyl ethanolamide biosynthesis	0	0	15.3358714554	0	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)	173.5180571547	142.2115146564	302.4632961313	0	0	11.9504971786
PWY-8073: lipid IVA biosynthesis (P. putida)|s__Akkermansia_muciniphila.t__SGB9226	0	11.4010941709	43.7044658721	0	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)|s__Alistipes_communis.t__SGB2290	0	0	20.1701540828	0	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)|s__Alistipes_putredinis.t__SGB2318	0	0	27.9677340227	0	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)|s__Bacteroides_stercoris.t__SGB1830	0	0	9.7637509308	0	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)|s__Comamonas_kerstersii.t__SGB12676	31.0553784832	0	0	0	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)|s__Escherichia_coli.t__SGB10068	0	0	67.4195443134	0	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)|s__Klebsiella_pneumoniae.t__SGB10115	119.5598332994	69.7744860153	0	0	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	8.5021598921	0	0	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)|unclassified	12.0086772207	19.3248335334	29.3392920425	0	0	11.3162982791
PWY-8085: picolinate degradation	37.6580962222	0	8.7933170790	0	0	0
PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen	32.7634253285	74.3172820628	145.4803607598	0	0	31.0025430692
PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen|unclassified	28.0246210161	0	0	0	0	25.1575014925
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	841.0406411954	769.7377263457	591.3234056009	996.5567560412	796.9254601400	692.6422571090
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Akkermansia_muciniphila.t__SGB9226	0	0	37.2143716688	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Alistipes_onderdonkii.t__SGB2303	0	0	67.7351866259	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Alistipes_shahii.t__SGB2295	0	0	8.3771570162	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	127.0617196365	91.5518449578	101.9509859246
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	187.7834068836	14.8070971908	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Bacteroides_uniformis.t__SGB1836	0	12.6134172409	21.0449909057	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Bifidobacterium_longum.t__SGB17248	0	0	0	9.2291036233	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	91.0439714772
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Blautia_faecis.t__SGB4820	0	0	0	63.7094220755	7.2547055085	11.6619605246
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Blautia_massiliensis.t__SGB4826	0	0	0	31.8801009496	24.1679348264	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Blautia_obeum.t__SGB4811	0	0	0	44.5971172423	55.3415158558	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	7.9809826542	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	10.7326136734	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Blautia_wexlerae.t__SGB4837	0	0	0	208.7718051143	26.8347197843	111.0332263925
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	99.9667824664	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	67.7219614797	67.5511813557
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Comamonas_kerstersii.t__SGB12676	78.0941192337	0	17.1911230913	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Coprococcus_comes.t__SGB4577	0	0	0	0	26.4476061987	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	20.1264764858	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Dorea_longicatena.t__SGB4582	0	0	0	34.7045044157	46.7062205551	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Escherichia_coli.t__SGB10068	0	0	131.4168563134	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	21.1955540304	0	10.6219235264
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Faecalibacterium_SGB15346.t__SGB15346	0	3.3411171679	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Faecalibacterium_prausnitzii.t__SGB15318	0	9.7346759975	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	33.5878639225
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__GGB9342_SGB14306.t__SGB14306	0	0	25.5667439078	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__GGB9694_SGB15204.t__SGB15204	0	8.9980204355	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Klebsiella_pneumoniae.t__SGB10115	291.4323562056	178.8860145145	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Klebsiella_quasipneumoniae.t__SGB10112	0	51.7696322183	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Oscillibacter_sp_ER4.t__SGB15254	0	5.3945270071	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Phocaeicola_vulgatus.t__SGB1814	0	9.0961325903	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Roseburia_faecis.t__SGB4925	0	0	0	0	0	17.4043817133
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	33.4623285614	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	105.6402516356	27.0573938066	63.9424325814
