Taxonomy	A17	B22	EA48	EB01	EB02	EB13	EB17	G01	M01	P01	P22	YA04	YA23	YB31	YB43	YB54	YB56	Z16
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Brussowvirus|s__Brussowvirus_ALQ132	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Brussowvirus|s__Brussowvirus_Sfi11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Brussowvirus|s__Brussowvirus_bv2972	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Brussowvirus|s__Brussowvirus_bvO1205	6	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	3	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Brussowvirus|s__Streptococcus_phage_CHPC1152	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Brussowvirus|s__Streptococcus_phage_CHPC640	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Brussowvirus|s__Streptococcus_phage_CHPC951	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	4	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Brussowvirus|s__Streptococcus_phage_TP-778L	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Moineauvirus_Abc2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Moineauvirus_Sfi19	0	0	0	2	0	0	0	0	0	0	0	0	77	0	0	0	3	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Moineauvirus_mv7201	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	4	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_CHPC1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_CHPC642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_CHPC663	0	0	0	6	0	1	0	0	0	0	0	9	0	0	0	0	2	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_CHPC873	0	0	0	0	0	0	0	0	0	0	0	1	47	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_CHPC875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_CHPC879	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	14	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_CHPC930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_CHPC950	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_D1811	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_D4276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_P0091	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_P7132	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_P7574	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_P7602	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_YMC-2011	0	3	0	0	5	2	0	0	0	0	1	11	724	10	1	0	26	13
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_vB_SthS_VA214	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae|g__Moineauvirus|s__Streptococcus_phage_vB_SthS_VA460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Ahphunavirus|s__Ahphunavirus_CF7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Bonnellvirus|s__Bonnellvirus_J865	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Drulisvirus|s__Drulisvirus_KP34	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Drulisvirus|s__Drulisvirus_KPRio2015	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Drulisvirus|s__Drulisvirus_KpS2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Drulisvirus|s__Drulisvirus_KpV71	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Drulisvirus|s__Drulisvirus_myPSH1235	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Eracentumvirus|s__Eracentumvirus_era103	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_2044307w	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_IL33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_IME321	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_K11	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_K30	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_K5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_K52	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_K54	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_KN11	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_KN31	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_KN41	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_KP32	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_KP32i192	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_KP32i194	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_KP32i195	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_KP32i196	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_Kp1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_KpV289	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_KpV763	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_KpV767	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_PRA33	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_SHKp152234	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_SHKp152410	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_henu1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_kpssk3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Przondovirus|s__Przondovirus_pharr	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Tangaroavirus|s__Tangaroavirus_NATL2A133	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Autographiviridae|g__Uliginvirus|s__Uliginvirus_achelous	0	0	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Casjensviridae|g__Fengtaivirus|s__Fengtaivirus_Axp2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Casjensviridae|g__Salvovirus|s__Salvovirus_bacata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Casjensviridae|g__Sharonstreetvirus|s__Sharonstreetvirus_LAh7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Casjensviridae|g__Yonseivirus|s__Yonseivirus_N137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Casjensviridae|g__Yonseivirus|s__Yonseivirus_seifer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Casjensviridae|g__Yonseivirus|s__Yonseivirus_soft	1	0	1	2	0	0	0	2	2	7	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Demerecviridae|g__Epseptimavirus|s__Epseptimavirus_R201	0	0	1	42	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Demerecviridae|g__Novosibvirus|s__Novosibvirus_PM135	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Demerecviridae|g__Tequintavirus|s__Tequintavirus_OSYSP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Klebsiella_phage_RAD2	0	0	0	0	0	2	909	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Klebsiella_virus_NJS2	0	0	0	2	0	7	1280	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_F20	0	0	3	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_FZ10	0	0	1	0	0	1	456	0	0	0	3	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_GHK3	0	0	0	0	0	6	1325	0	0	0	7	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_IMGroot	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_JY917	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_KL	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_KLPN1	0	0	0	0	0	3	389	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_KLPPOU149	0	0	1	0	0	5	1717	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_KOX1	0	0	1	1	2	0	12	0	0	0	1	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_KP1801	0	0	2	0	0	2	867	0	0	0	2	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_KP36	0	0	0	0	3	8	1942	0	0	0	2	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_KpCol1	0	0	0	0	0	5	1318	0	0	0	4	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_KpKT21phi1	0	0	0	0	0	1	697	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_KpNIH2	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_KpV522	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_N141	0	0	0	0	0	0	1140	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_NJS1	0	0	0	0	0	0	1186	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_PKP126	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_TAH8	0	0	1	0	0	4	2763	0	0	0	2	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_TSK1	0	0	0	2	0	4	292	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_alina	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_call	0	0	0	0	2	0	314	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_domnhall	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_mezzogao	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_segescirculi	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_shelby	0	0	2	0	1	7	2243	0	0	0	3	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_sin4	0	0	0	2	0	0	1303	0	0	0	7	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_skenny	0	0	0	0	0	2	329	0	0	0	2	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_sushi	0	0	0	0	0	0	204	0	0	0	1	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_sweeny	0	0	0	0	0	2	739	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_wv13	0	0	0	0	0	7	609	0	0	0	2	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Webervirus|s__Webervirus_wv1513	0	0	0	0	0	2	1011	0	0	0	1	0	0	0	0	0	4	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Drexlerviridae|g__Wilsonroadvirus|s__Wilsonroadvirus_Sd1	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	18
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Baoshanvirus|s__Baoshanvirus_BS1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Baoshanvirus|s__Baoshanvirus_BS2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Caeruleovirus|s__Caeruleovirus_Bc431	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Elpedvirus|s__Elpedvirus_LpeD	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Harbinvirus|s__Harbinvirus_Lpa804	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Harbinvirus|s__Harbinvirus_bacchae	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Harbinvirus|s__Harbinvirus_bromius	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Harbinvirus|s__Harbinvirus_iacchus	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Harbinvirus|s__Harbinvirus_semele	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Kayvirus|s__Kayvirus_P108	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Kayvirus|s__Kayvirus_SA12	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Mooreparkvirus|s__Mooreparkvirus_Lb3381	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Pecentumvirus|s__Pecentumvirus_P100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Salchichonvirus|s__Salchichonvirus_LP65	0	0	0	0	0	0	0	0	0	0	0	0	1	52	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Schiekvirus|s__Schiekvirus_EFP01	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Shalavirus|s__Shalavirus_Shbh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Tsarbombavirus|s__Tsarbombavirus_BCP78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Twortvirus|s__Twortvirus_twort	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Tybeckvirus|s__Tybeckvirus_SAC12B	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
